Player Team Age Height Weight COLLEGE COUNTRY "DRAFT YEAR" "DRAFT ROUND" "DRAFT NUMBER" GP PTS REB AST NETRTG OREB% DREB% USG% TS% AST% W L Min PTS FGM FGA FG% 3PM 3PA 3P% FTM FTA FT% OREB DREB REB AST TOV STL BLK PF FP DD2 TD3 +/- Dist. Feet Dist. Miles Dist. Miles Off Dist. Miles Def Avg Speed Avg Speed Off Avg Speed Def "Screen Assists" "Screen Assists PTS" Deflections "OFF Loose Balls Recovered" "DEF Loose Balls Recovered" "Loose Balls Recovered" "% Loose Balls Recovered OFF" "% Loose Balls Recovered DEF" "Charges Drawn" "Contested 2PT Shots" "Contested 3PT Shots" "Contested Shots" Travel "DOUBLE DRIBBLE" "DISC. DRIBBLE" "OFF. 3 SEC" INBOUND "BACK- COURT" "OFF.  GLTND" PALMING "OFF. FOUL" "DEF.  3 SEC" CHARGE "DEF.  GLTND" LANE "JUMP BALL" "KICKED BALL"
"Jonas Valančiūnas" SAC 32 6-11 265 None Lithuania 2011 1 5 81.0 10.4 7.7 2.0 -9.6 12.2 28.6 22.2 60.2 17.1 23 58 18.8 10.4 4.3 7.7 55.0 0.1 0.5 21.6 1.8 2.0 87.9 2.3 5.4 7.7 2.0 1.5 0.5 0.6 2.2 24.3 21.0 0.0 -3.8 7139.1 1.35 0.72 0.63 4.02 4.15 3.88 2.6 6.3 0.9 0.2 0.1 0.3 80.0 20.0 0.00 3.9 1.5 5.3 1 0 0 4 0 2 2 0 36 5 1 2 0 0 3
"Jonathan Isaac" ORL 27 6-10 230 "Florida State" USA 2017 1 6 71.0 5.4 4.4 0.6 -0.7 10.0 18.8 15.5 51.2 5.6 35 36 15.4 5.4 1.9 4.6 41.4 0.5 2.1 25.8 1.0 1.5 68.2 1.7 2.7 4.4 0.6 0.5 0.9 1.1 1.3 17.0 2.0 0.0 -0.5 6245.6 1.18 0.63 0.55 4.27 4.46 4.06 0.6 1.4 1.7 0.2 0.1 0.3 62.5 37.5 0.00 3.1 0.9 4.1 0 0 0 1 0 0 1 0 10 1 3 1 0 0 3
"Jonathan Kuminga" GSW 22 6-7 225 None DRC 2021 1 7 47.0 15.3 4.6 2.2 1.0 4.5 13.4 27.1 53.5 15.1 28 19 24.3 15.3 5.5 12.1 45.4 1.0 3.2 30.5 3.3 5.0 66.8 1.2 3.4 4.6 2.2 1.5 0.8 0.4 1.9 26.4 2.0 0.0 0.2 10296.5 1.95 1.05 0.90 4.49 4.91 4.09 0.4 1.0 1.6 0.3 0.3 0.6 57.1 42.9 0.04 2.1 1.5 3.6 4 0 0 0 0 0 0 0 9 0 4 2 0 0 1
"Jonathan Mogbo" TOR 23 6-9 225 "San Francisco" USA 2024 2 31 63.0 6.2 4.9 2.3 -8.2 7.6 15.7 14.5 49.6 16.0 18 45 20.4 6.2 2.5 5.7 43.8 0.3 1.1 24.3 1.0 1.3 73.2 1.7 3.2 4.9 2.3 1.1 0.9 0.5 2.2 18.7 3.0 1.0 -3.8 8329.5 1.58 0.79 0.79 4.30 4.40 4.20 0.9 2.1 2.4 0.2 0.2 0.4 56.0 44.0 0.00 2.4 1.7 4.0 4 0 0 0 0 1 0 0 9 4 2 1 0 0 4
"Jordan Clarkson" UTA 32 6-3 194 Missouri USA 2014 2 46 37.0 16.2 3.2 3.7 -10.0 2.5 9.2 26.9 54.0 23.8 10 27 26.0 16.2 5.4 13.3 40.8 2.3 6.3 36.2 3.1 3.9 79.7 0.7 2.5 3.2 3.7 2.3 0.8 0.2 1.4 26.6 0.0 0.0 -5.5 10417.0 1.97 1.09 0.88 4.23 4.52 3.92 0.5 1.3 1.4 0.5 0.2 0.6 73.9 26.1 0.00 1.0 1.2 2.2 5 0 1 0 0 1 0 1 6 0 1 2 0 0 0
"Jordan Goodwin" LAL 26 6-5 215 "St. Louis" USA Undrafted Undrafted Undrafted 29.0 5.6 3.9 1.4 -1.2 6.8 13.5 13.4 54.1 10.8 17 12 18.7 5.6 2.2 5.0 43.8 0.9 2.3 38.2 0.3 0.4 81.8 1.3 2.6 3.9 1.4 0.9 1.0 0.4 1.5 15.7 0.0 0.0 -0.4 7850.8 1.49 0.80 0.69 4.44 4.51 4.36 0.4 1.1 2.1 0.3 0.4 0.7 40.0 60.0 0.00 1.0 0.9 1.9 0 0 0 0 0 1 0 0 2 0 0 0 0 0 1
"Jordan Hawkins" NOP 22 6-5 190 Connecticut USA 2023 1 14 56.0 10.8 2.8 1.2 -11.4 1.7 9.7 20.4 50.4 7.6 18 38 23.6 10.8 3.7 9.9 37.2 2.0 5.9 33.1 1.4 1.8 81.6 0.4 2.4 2.8 1.2 1.0 0.5 0.4 0.9 17.7 0.0 0.0 -5.7 10048.4 1.90 1.00 0.90 4.51 4.77 4.24 0.2 0.5 1.0 0.1 0.2 0.3 41.2 58.8 0.02 1.6 2.0 3.6 3 1 0 0 0 0 0 0 3 0 0 3 0 0 0
"Jordan McLaughlin" SAS 29 6-0 185 "Southern California" USA Undrafted Undrafted Undrafted 46.0 2.1 0.7 1.1 9.1 2.1 7.4 13.4 60.0 20.8 17 29 6.8 2.1 0.7 1.6 43.1 0.4 1.0 41.3 0.4 0.5 77.3 0.1 0.5 0.7 1.1 0.3 0.3 0.0 0.4 5.3 0.0 0.0 1.2 2982.4 0.56 0.30 0.27 4.61 5.04 4.20 0.2 0.4 0.8 0.1 0.3 0.4 35.7 64.3 0.06 0.5 0.5 0.9 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"Jordan Miller" LAC 25 6-5 194 Miami USA 2023 2 48 37.0 4.1 1.6 0.9 -6.0 5.3 8.4 17.5 50.9 12.4 21 16 11.4 4.1 1.6 3.6 43.3 0.2 1.0 21.1 0.8 0.9 80.0 0.6 0.9 1.6 0.9 0.7 0.5 0.1 0.7 8.4 0.0 0.0 -1.7 4765.8 0.90 0.49 0.41 4.42 4.65 4.16 0.2 0.4 1.1 0.1 0.0 0.1 66.7 33.3 0.00 0.9 1.3 2.2 0 0 0 0 0 0 0 0 4 1 1 0 0 0 0
"Jordan Poole" WAS 25 6-4 194 Michigan USA 2019 1 28 68.0 20.5 3.0 4.5 -13.1 1.4 8.0 28.1 59.1 25.4 15 53 29.4 20.5 6.7 15.5 43.2 3.5 9.1 37.8 3.6 4.0 88.3 0.5 2.5 3.0 4.5 3.0 1.3 0.4 3.0 32.7 1.0 0.0 -8.2 11388.4 2.16 1.22 0.94 4.12 4.68 3.56 0.5 1.2 1.7 0.3 0.3 0.6 50.0 50.0 0.00 0.9 2.0 2.9 13 0 1 0 0 3 0 1 16 1 3 0 0 0 2
"Jordan Walsh" BOS 21 6-6 205 Arkansas USA 2023 2 38 52.0 1.6 1.3 0.4 3.8 5.7 11.3 11.0 46.4 6.4 39 13 7.8 1.6 0.6 1.6 36.1 0.3 1.1 27.3 0.1 0.2 58.3 0.4 0.9 1.3 0.4 0.3 0.2 0.2 0.6 4.7 0.0 0.0 0.5 3102.9 0.59 0.31 0.28 4.19 4.21 4.14 0.1 0.4 0.5 0.2 0.1 0.3 61.5 38.5 0.03 1.1 0.7 1.8 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Jose Alvarado" NOP 27 6-0 179 "Georgia Tech" USA Undrafted Undrafted Undrafted 56.0 10.3 2.4 4.6 -8.7 1.9 7.7 19.3 52.3 27.8 19 37 24.4 10.3 3.6 9.3 39.2 2.0 5.5 35.9 1.1 1.3 81.1 0.5 1.9 2.4 4.6 1.5 1.3 0.3 1.6 23.4 2.0 0.0 -4.1 10036.7 1.90 1.01 0.89 4.37 4.59 4.14 0.2 0.5 2.6 0.3 0.3 0.7 50.0 50.0 0.05 0.4 1.1 1.5 4 0 0 0 0 0 0 0 1 0 0 0 0 0 1
"Josh Christopher" MIA 23 6-4 215 "Arizona State" USA 2021 1 24 14.0 2.0 0.6 0.6 -2.5 0.0 11.5 23.5 41.6 14.5 9 5 5.0 2.0 0.8 2.2 35.5 0.1 0.8 18.2 0.3 0.4 66.7 0.0 0.6 0.6 0.6 0.4 0.4 0.2 0.1 4.9 0.0 0.0 -0.4 2077.9 0.39 0.21 0.19 4.34 4.68 4.01 0.3 0.7 2.3 0.0 1.0 1.0 0.0 100 0.00 1.7 1.3 3.0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Josh Giddey" CHI 22 6-8 216 None Australia 2021 1 6 70.0 14.6 8.1 7.2 -1.4 5.9 19.2 21.4 57.0 32.2 33 37 30.2 14.6 5.3 11.4 46.5 1.5 4.0 37.8 2.5 3.2 78.1 1.8 6.3 8.1 7.2 2.9 1.2 0.6 1.7 37.7 30.0 7.0 -1.0 12582.6 2.38 1.27 1.11 4.47 5.00 4.00 0.3 0.8 2.2 0.4 0.3 0.8 55.6 44.4 0.00 2.5 2.6 5.2 4 0 0 0 2 1 1 0 4 0 2 0 0 0 4
"Josh Green" CHA 24 6-5 200 Arizona Australia 2020 1 18 68.0 7.4 2.5 1.6 -8.9 2.7 6.0 11.5 55.9 8.1 17 51 27.8 7.4 2.6 6.2 42.8 1.4 3.6 39.1 0.7 1.1 68.1 0.8 1.7 2.5 1.6 1.0 1.1 0.2 2.4 15.8 0.0 0.0 -5.4 11982.4 2.27 1.14 1.13 4.60 4.57 4.62 0.5 1.3 1.9 0.3 0.3 0.6 46.3 53.7 0.00 1.5 1.4 2.9 1 0 0 0 0 0 0 0 13 0 2 0 0 0 3
"Josh Hart" NYK 30 6-4 215 Villanova USA 2017 1 30 77.0 13.6 9.6 5.9 3.6 5.7 20.3 15.1 61.1 20.6 48 29 37.6 13.6 5.2 10.0 52.5 1.1 3.3 33.3 2.1 2.7 77.6 2.1 7.5 9.6 5.9 2.1 1.5 0.4 2.6 37.6 34.0 9.0 2.6 14470.8 2.74 1.51 1.23 4.11 4.37 3.84 1.6 3.7 2.8 0.5 0.7 1.1 39.8 60.2 0.03 2.0 3.0 5.0 12 0 0 0 0 1 1 1 4 0 0 0 0 0 1
"Josh Minott" MIN 22 6-8 205 Memphis USA 2022 2 45 46.0 2.6 1.0 0.4 -3.0 4.4 11.5 16.0 60.5 9.6 32 14 6.0 2.6 1.0 2.0 48.9 0.3 0.9 32.6 0.4 0.4 89.5 0.3 0.8 1.0 0.4 0.2 0.3 0.3 0.7 5.9 0.0 0.0 -0.3 2531.9 0.48 0.25 0.23 4.40 4.68 4.13 0.1 0.2 0.9 0.0 0.1 0.1 20.0 80.0 0.00 0.8 0.9 1.7 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"Josh Okogie" CHA 26 6-4 213 "Georgia Tech" Nigeria 2018 1 20 40.0 7.1 2.8 0.8 -0.5 6.6 10.8 18.5 56.7 8.2 11 29 15.6 7.1 2.4 5.3 44.3 0.8 2.3 34.8 1.6 2.1 74.1 1.1 1.7 2.8 0.8 0.8 1.2 0.5 1.2 15.9 1.0 0.0 -0.3 6412.2 1.21 0.63 0.59 4.34 4.39 4.27 0.1 0.3 2.1 0.3 0.3 0.6 43.5 56.5 0.00 1.2 0.8 2.0 1 0 0 0 0 0 0 0 2 0 2 0 0 0 1
"Josh Richardson" MIA 31 6-5 200 Tennessee USA 2015 2 40 8.0 4.0 1.5 1.5 -10.6 3.8 4.8 13.4 40.2 11.7 4 4 18.7 4.0 1.4 4.8 28.9 0.8 2.8 27.3 0.5 0.5 100 0.8 0.8 1.5 1.5 1.0 1.0 0.1 2.1 10.4 0.0 0.0 -3.9 7822.0 1.48 0.82 0.66 4.39 4.59 4.17 0.4 0.9 1.4 0.1 0.0 0.1 100 0.0 0.00 0.9 1.0 1.9 0 0 0 0 0 0 0 0 3 0 1 0 0 0 0
"Jrue Holiday" BOS 34 6-4 205 UCLA USA 2009 1 17 62.0 11.1 4.3 3.9 8.9 3.8 9.1 15.6 56.5 17.4 47 15 30.6 11.1 4.1 9.2 44.3 1.7 4.9 35.3 1.1 1.2 90.9 1.2 3.0 4.3 3.9 1.2 1.1 0.4 1.6 25.2 1.0 0.0 5.5 11701.6 2.22 1.15 1.06 4.14 4.24 4.03 0.7 1.6 2.1 0.3 0.4 0.7 48.9 51.1 0.02 1.6 1.9 3.5 4 0 0 0 0 1 0 0 2 0 0 0 0 0 2
"JT Thor" WAS 22 6-9 203 Auburn USA 2021 2 37 20.0 3.6 2.4 0.3 -20.0 7.0 10.1 13.2 51.7 4.0 10 10 12.5 3.6 1.3 3.0 42.4 0.3 1.1 28.6 0.8 1.1 68.2 1.0 1.4 2.4 0.3 0.5 0.4 0.5 0.9 9.0 0.0 0.0 -4.8 5149.6 0.98 0.52 0.45 4.36 4.54 4.20 0.2 0.5 0.8 0.1 0.1 0.2 50.0 50.0 0.00 1.5 1.1 2.6 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"Julian Champagnie" SAS 23 6-7 217 "St. John's" USA Undrafted Undrafted Undrafted 82.0 9.9 3.9 1.4 -2.1 3.2 12.1 16.4 57.7 7.8 34 48 23.6 9.9 3.4 8.1 41.5 2.2 5.9 37.1 1.0 1.1 90.4 0.8 3.1 3.9 1.4 0.9 0.7 0.4 1.4 19.2 0.0 0.0 -0.8 9728.8 1.84 0.97 0.87 4.38 4.63 4.14 0.3 0.7 1.4 0.2 0.2 0.3 51.7 48.3 0.00 1.9 1.8 3.8 4 1 0 0 0 0 0 0 8 1 3 3 0 0 2
"Julian Phillips" CHI 21 6-8 198 Tennessee USA 2023 2 35 79.0 4.6 2.1 0.5 1.8 5.6 8.2 12.6 57.1 4.5 37 42 14.2 4.6 1.6 3.6 44.6 0.6 1.9 32.7 0.8 1.0 78.9 0.8 1.3 2.1 0.5 0.3 0.5 0.3 1.4 9.8 0.0 0.0 0.4 6204.9 1.18 0.60 0.58 4.62 4.98 4.30 0.2 0.6 1.0 0.1 0.2 0.3 37.5 62.5 0.00 1.2 1.0 2.3 1 1 0 0 0 1 2 0 1 0 0 0 0 0 0
"Julian Strawther" DEN 23 6-6 205 Gonzaga USA 2023 1 29 65.0 9.0 2.2 1.3 -2.5 1.2 8.3 17.3 55.9 8.2 41 24 21.3 9.0 3.2 7.5 43.2 1.4 4.1 34.9 1.1 1.4 82.2 0.3 1.9 2.2 1.3 0.9 0.6 0.2 2.3 15.2 0.0 0.0 -1.1 8642.5 1.64 0.87 0.77 4.36 4.71 4.02 0.4 0.9 1.3 0.1 0.3 0.3 26.1 73.9 0.00 2.0 1.6 3.6 4 0 0 0 0 1 0 0 12 0 5 0 0 0 0
"Julius Randle" MIN 30 6-9 250 Kentucky USA 2014 1 7 69.0 18.7 7.1 4.7 3.4 6.5 14.9 24.6 59.3 22.8 44 25 32.3 18.7 6.6 13.6 48.5 1.6 4.6 34.4 3.9 4.9 80.6 2.1 5.0 7.1 4.7 2.8 0.7 0.2 2.5 34.1 14.0 0.0 2.4 12202.9 2.31 1.23 1.08 4.01 4.23 3.79 1.7 4.4 1.5 0.6 0.3 0.9 70.0 30.0 0.00 3.1 2.2 5.3 9 0 1 0 0 2 1 0 37 0 9 1 0 0 2
"Justin Champagnie" WAS 23 6-6 206 Pittsburgh USA Undrafted Undrafted Undrafted 62.0 8.8 5.7 1.0 -9.7 7.7 15.9 15.0 61.4 6.6 16 46 21.6 8.8 3.4 6.6 51.1 1.2 3.1 38.3 0.8 1.2 68.5 1.8 3.9 5.7 1.0 0.9 1.0 0.6 1.8 21.2 8.0 0.0 -4.6 9071.3 1.72 0.90 0.82 4.44 4.66 4.22 0.1 0.3 1.8 0.2 0.3 0.5 46.4 53.6 0.00 2.5 1.9 4.4 2 0 0 0 0 0 2 0 3 0 0 4 0 0 5
"Justin Edwards" PHI 21 6-7 203 Kentucky USA Undrafted Undrafted Undrafted 44.0 10.1 3.4 1.6 -11.6 3.8 9.4 16.5 55.9 8.4 11 33 26.2 10.1 3.9 8.6 45.5 1.6 4.3 36.3 0.7 1.0 69.6 1.0 2.3 3.4 1.6 1.1 1.0 0.4 2.2 19.5 1.0 0.0 -6.4 10464.2 1.98 1.05 0.93 4.22 4.42 4.02 0.3 0.6 2.3 0.3 0.3 0.5 52.2 47.8 0.02 1.6 1.5 3.2 5 1 0 0 0 0 1 0 1 0 0 0 0 0 1
"Justin Minaya" POR 26 6-5 205 Providence USA Undrafted Undrafted Undrafted 19.0 0.9 0.5 0.4 -6.9 4.7 5.5 10.7 41.1 10.8 8 11 5.3 0.9 0.4 1.1 38.1 0.1 0.5 20.0 0.0 0.1 0.0 0.3 0.3 0.5 0.4 0.3 0.3 0.1 0.6 3.0 0.0 0.0 -0.6 2443.9 0.46 0.23 0.23 4.78 4.85 4.70 0.1 0.4 1.4 0.0 0.1 0.1 0.0 100 0.00 1.0 0.8 1.8 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0
"Jusuf Nurkić" CHA 30 7-0 290 None "Bosnia and Herzegovina" 2014 1 16 51.0 8.9 7.8 2.3 -9.0 7.7 28.5 20.2 55.5 16.7 18 33 20.8 8.9 3.3 6.9 47.7 0.6 2.1 30.5 1.7 2.5 66.4 1.7 6.1 7.8 2.3 1.9 0.8 0.7 2.5 24.1 10.0 0.0 -3.6 8053.6 1.53 0.83 0.69 4.13 4.36 3.88 3.3 7.8 1.9 0.4 0.3 0.8 57.9 42.1 0.00 4.5 1.7 6.2 2 0 0 0 0 0 0 0 30 0 1 0 1 1 6
"Kai Jones" DAL 24 6-11 221 Texas Bahamas 2021 1 19 40.0 5.0 3.1 0.6 -2.3 8.9 17.3 12.8 80.4 8.0 20 20 11.7 5.0 2.2 2.7 79.8 0.0 0.1 20.0 0.6 0.8 71.9 1.0 2.1 3.1 0.6 0.5 0.4 0.6 1.3 12.0 1.0 0.0 -0.5 4999.1 0.95 0.52 0.42 4.53 4.93 4.12 1.5 3.3 1.3 0.2 0.1 0.3 63.6 36.4 0.00 2.5 0.7 3.3 1 0 0 0 0 0 0 0 3 1 0 5 0 0 0
"Karl-Anthony Towns" NYK 29 7-0 248 Kentucky USA 2015 1 1 72.0 24.4 12.8 3.1 6.8 8.7 28.4 26.5 63.0 13.0 46 26 35.0 24.4 8.9 16.9 52.6 2.0 4.7 42.0 4.7 5.7 82.9 2.9 9.8 12.8 3.1 2.7 1.0 0.7 3.5 46.8 58.0 1.0 5.3 12602.3 2.39 1.24 1.14 3.87 3.89 3.85 2.4 5.6 2.1 0.3 0.3 0.7 50.0 50.0 0.00 5.5 1.8 7.3 12 0 1 3 0 0 1 0 49 1 10 2 0 1 21
"Karlo Matković" NOP 24 6-10 231 None "Bosnia and Herzegovina" 2022 2 52 42.0 7.7 5.0 1.1 -4.7 7.9 17.7 15.5 63.9 8.3 12 30 18.8 7.7 3.2 5.6 57.4 0.5 1.6 31.8 0.8 1.0 77.3 1.5 3.5 5.0 1.1 1.0 0.5 1.0 2.5 18.8 4.0 0.0 -2.1 7910.9 1.50 0.79 0.71 4.42 4.75 4.10 1.7 4.0 1.5 0.1 0.3 0.4 33.3 66.7 0.00 4.9 1.9 6.8 1 0 0 0 0 2 1 0 11 1 1 6 1 0 1
"Kawhi Leonard" LAC 33 6-7 225 "San Diego State" USA 2011 1 15 37.0 21.5 5.9 3.1 12.4 3.3 15.8 28.0 58.9 14.7 26 11 31.9 21.5 8.4 16.8 49.8 2.1 5.1 41.1 2.6 3.3 81.0 0.9 5.0 5.9 3.1 1.9 1.6 0.5 1.5 37.5 5.0 0.0 8.0 12300.9 2.33 1.26 1.07 4.14 4.42 3.85 0.2 0.4 3.1 0.3 0.5 0.8 41.4 58.6 0.00 1.5 2.0 3.5 2 0 1 0 0 1 0 1 6 0 0 0 0 0 2
"Keaton Wallace" ATL 26 6-3 185 "Texas-San Antonio" USA Undrafted Undrafted Undrafted 31.0 5.4 1.6 2.6 -2.2 1.3 8.0 16.4 50.3 22.4 15 16 16.2 5.4 2.1 5.2 40.1 0.9 2.6 32.9 0.4 0.4 100 0.2 1.4 1.6 2.6 1.1 0.9 0.3 1.3 13.8 1.0 1.0 -0.6 6791.8 1.29 0.68 0.61 4.45 4.88 4.06 0.4 1.0 1.9 0.2 0.1 0.3 55.6 44.4 0.00 1.4 1.7 3.1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Keegan Murray" SAC 24 6-8 225 Iowa USA 2022 1 4 76.0 12.4 6.7 1.4 1.5 5.6 13.4 14.8 55.3 5.5 36 40 34.3 12.4 4.8 10.8 44.4 2.0 5.9 34.3 0.8 0.9 83.3 1.9 4.8 6.7 1.4 0.8 0.8 0.9 2.4 26.9 11.0 0.0 0.6 14253.1 2.70 1.40 1.30 4.41 4.67 4.17 0.5 1.2 1.4 0.2 0.3 0.5 36.6 63.4 0.16 4.3 3.1 7.3 6 0 0 0 0 0 0 0 2 0 2 4 0 0 3
"Keion Brooks Jr." NOP 24 6-7 210 Washington USA Undrafted Undrafted Undrafted 14.0 10.1 4.1 0.9 -20.5 3.4 13.6 16.9 58.1 6.2 2 12 23.7 10.1 3.8 7.8 48.6 1.0 3.1 32.6 1.6 2.1 73.3 0.9 3.3 4.1 0.9 0.9 0.7 0.7 2.1 19.9 1.0 0.0 -10.4 9764.1 1.85 0.97 0.88 4.38 4.54 4.18 0.2 0.4 1.5 0.1 0.3 0.3 25.0 75.0 0.00 2.6 1.9 4.5 2 0 0 0 0 0 0 0 3 0 1 1 0 0 0
"Kel'el Ware" MIA 21 7-0 230 Indiana USA 2024 1 15 64.0 9.3 7.4 0.9 1.9 8.7 23.8 16.9 60.3 6.2 28 36 22.2 9.3 4.0 7.3 55.4 0.5 1.7 31.5 0.7 1.0 68.7 1.8 5.6 7.4 0.9 0.9 0.6 1.1 1.7 23.8 15.0 0.0 0.6 8523.5 1.61 0.85 0.76 4.09 4.32 3.86 2.0 4.6 1.1 0.2 0.1 0.3 63.2 36.8 0.00 4.3 1.2 5.5 3 0 0 0 0 0 4 0 10 1 0 11 0 0 10
"Keldon Johnson" SAS 25 6-5 220 Kentucky USA 2019 1 29 77.0 12.7 4.8 1.6 -5.8 5.7 13.6 20.7 57.2 10.5 31 46 23.9 12.7 4.8 10.0 48.2 1.1 3.6 31.8 1.9 2.5 77.3 1.5 3.4 4.8 1.6 1.0 0.6 0.3 1.5 22.7 3.0 0.0 -2.8 9756.6 1.85 0.99 0.86 4.31 4.62 4.00 0.3 0.7 1.2 0.2 0.3 0.5 43.6 56.4 0.00 1.9 1.3 3.3 7 0 0 0 0 2 1 0 5 2 3 0 0 0 0
"Kelly Olynyk" NOP 34 6-11 240 Gonzaga Canada 2013 1 13 44.0 8.7 4.7 2.9 -2.7 6.9 15.4 18.5 60.9 20.0 12 32 20.2 8.7 3.0 6.1 50.0 0.8 1.8 41.8 1.9 2.5 76.9 1.4 3.3 4.7 2.9 1.7 0.8 0.4 2.8 20.5 2.0 0.0 -1.3 7979.2 1.51 0.80 0.71 4.18 4.54 3.84 1.1 2.5 2.2 0.2 0.1 0.3 69.2 30.8 0.09 2.8 1.6 4.5 3 1 0 1 0 0 1 0 10 0 0 1 0 0 3
"Kelly Oubre Jr." PHI 29 6-8 203 Kansas USA 2015 1 15 60.0 15.1 6.1 1.8 -5.7 4.6 14.0 18.6 55.1 7.9 21 39 34.6 15.1 5.8 12.4 47.0 1.2 4.0 29.3 2.3 3.1 75.1 1.6 4.5 6.1 1.8 1.3 1.5 0.5 3.0 29.9 10.0 0.0 -4.3 13753.1 2.60 1.37 1.24 4.19 4.33 4.06 0.2 0.6 4.2 0.3 0.5 0.8 35.6 64.4 0.03 1.9 2.5 4.5 2 0 0 0 1 0 0 0 9 0 4 0 1 0 1
"Kenrich Williams" OKC 30 6-6 210 TCU USA Undrafted Undrafted Undrafted 69.0 6.3 3.5 1.4 14.5 5.6 14.8 15.1 58.7 11.1 58 11 16.4 6.3 2.5 5.1 48.3 1.0 2.5 38.6 0.4 0.6 71.8 0.9 2.6 3.5 1.4 0.6 0.6 0.1 1.6 14.4 2.0 0.0 4.8 6512.2 1.23 0.64 0.59 4.20 4.48 3.93 0.5 1.2 1.6 0.1 0.2 0.3 33.3 66.7 0.16 1.1 1.0 2.1 1 0 0 0 0 1 0 0 2 0 0 0 0 0 4
"Kentavious Caldwell-Pope" ORL 32 6-5 204 Georgia USA 2013 1 8 77.0 8.7 2.2 1.8 0.5 1.4 6.4 12.1 57.4 8.6 38 39 29.6 8.7 3.1 7.1 43.9 1.5 4.3 34.2 1.1 1.2 86.3 0.4 1.8 2.2 1.8 0.8 1.3 0.4 1.8 18.4 0.0 0.0 0.1 10981.7 2.08 1.11 0.97 3.93 4.04 3.82 0.6 1.2 2.1 0.2 0.3 0.6 40.5 59.5 0.04 1.3 1.0 2.4 1 0 0 0 0 0 0 0 6 0 1 0 0 0 3
"Keon Ellis" SAC 25 6-4 175 Alabama USA Undrafted Undrafted Undrafted 80.0 8.3 2.7 1.5 3.0 3.1 7.9 12.5 66.4 8.0 39 41 24.4 8.3 2.8 5.8 48.9 1.7 4.0 43.3 0.9 1.1 84.9 0.8 1.9 2.7 1.5 0.9 1.5 0.8 2.2 19.8 0.0 0.0 0.8 10139.6 1.92 0.98 0.94 4.43 4.52 4.33 0.5 1.1 3.5 0.3 0.3 0.5 47.6 52.4 0.01 1.4 1.9 3.4 4 0 0 0 0 1 0 0 6 0 0 0 0 0 13
"Keon Johnson" BKN 23 6-5 185 Tennessee USA 2021 1 21 79.0 10.6 3.8 2.2 -10.3 3.1 12.5 21.2 49.9 14.8 25 54 24.4 10.6 3.8 9.9 38.9 1.6 5.1 31.4 1.4 1.8 77.0 0.8 3.0 3.8 2.2 1.5 1.0 0.4 2.6 21.2 0.0 0.0 -5.4 10151.9 1.92 1.01 0.91 4.39 4.50 4.27 0.2 0.6 1.8 0.3 0.3 0.6 45.8 54.2 0.09 1.9 1.4 3.3 5 0 1 0 0 0 0 0 12 3 5 7 0 0 3
"Keshad Johnson" MIA 23 6-7 225 Arizona USA Undrafted Undrafted Undrafted 16.0 2.7 1.8 0.3 1.3 6.7 18.8 14.5 71.8 5.8 10 6 6.1 2.7 1.1 1.6 69.2 0.2 0.4 42.9 0.3 0.6 44.4 0.4 1.4 1.8 0.3 0.3 0.3 0.3 0.7 6.6 0.0 0.0 0.3 2572.3 0.49 0.25 0.24 4.38 4.69 4.08 0.3 0.6 0.5 0.1 0.2 0.3 33.3 66.7 0.00 1.4 0.6 2.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Kessler Edwards" DAL 24 6-7 203 Pepperdine USA 2021 2 44 40.0 4.2 2.9 1.1 -12.3 3.7 15.4 11.0 59.7 9.0 17 23 15.2 4.2 1.7 3.4 49.6 0.6 1.4 40.7 0.3 0.3 92.3 0.6 2.3 2.9 1.1 0.4 0.5 0.5 1.6 11.8 1.0 0.0 -4.0 6465.4 1.22 0.66 0.56 4.53 4.86 4.19 1.3 3.2 1.2 0.0 0.2 0.2 16.7 83.3 0.00 3.5 1.4 4.9 2 0 0 0 0 0 0 0 1 0 0 1 0 0 0
"Kevin Durant" PHX 36 6-11 240 Texas USA 2007 1 2 62.0 26.6 6.0 4.2 -1.0 1.1 14.7 28.3 64.2 18.8 33 29 36.5 26.6 9.5 18.1 52.7 2.6 6.0 43.0 4.9 5.8 83.9 0.4 5.7 6.0 4.2 3.1 0.8 1.2 1.7 43.2 5.0 0.0 -0.6 12839.9 2.43 1.32 1.11 3.74 3.90 3.56 0.4 0.8 1.5 0.1 0.2 0.3 42.9 57.1 0.02 3.0 3.2 6.2 4 1 0 0 0 3 0 1 17 0 2 0 0 0 2
