Player Team Age Height Weight COLLEGE COUNTRY "DRAFT YEAR" "DRAFT ROUND" "DRAFT NUMBER" GP PTS REB AST NETRTG OREB% DREB% USG% TS% AST% W L Min PTS FGM FGA FG% 3PM 3PA 3P% FTM FTA FT% OREB DREB REB AST TOV STL BLK PF FP DD2 TD3 +/- Dist. Feet Dist. Miles Dist. Miles Off Dist. Miles Def Avg Speed Avg Speed Off Avg Speed Def "Screen Assists" "Screen Assists PTS" Deflections "OFF Loose Balls Recovered" "DEF Loose Balls Recovered" "Loose Balls Recovered" "% Loose Balls Recovered OFF" "% Loose Balls Recovered DEF" "Charges Drawn" "Contested 2PT Shots" "Contested 3PT Shots" "Contested Shots" Travel "DOUBLE DRIBBLE" "DISC. DRIBBLE" "OFF. 3 SEC" INBOUND "BACK- COURT" "OFF.  GLTND" PALMING "OFF. FOUL" "DEF.  3 SEC" CHARGE "DEF.  GLTND" LANE "JUMP BALL" "KICKED BALL"
"Ben Sheppard" IND 23 6-6 190 Belmont USA 2023 1 26 63.0 5.3 2.8 1.3 -2.2 3.5 10.6 10.8 55.5 8.7 40 23 19.5 5.3 1.9 4.6 41.8 1.1 3.2 34.2 0.4 0.4 88.9 0.7 2.1 2.8 1.3 0.3 0.6 0.2 2.0 12.8 0.0 0.0 -0.9 8729.5 1.65 0.84 0.81 4.72 4.85 4.60 0.1 0.2 1.2 0.2 0.3 0.5 44.8 55.2 0.00 1.5 1.1 2.6 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2
"Ben Simmons" LAC 28 6-10 240 "Louisiana State" Australia 2016 1 1 51.0 5.0 4.7 5.6 -1.8 4.3 18.4 13.3 53.9 35.8 26 25 22.0 5.0 2.3 4.4 52.0 0.0 0.0 0.0 0.5 0.6 72.7 0.9 3.8 4.7 5.6 2.0 0.7 0.5 2.1 20.7 1.0 0.0 -1.1 8261.3 1.56 0.85 0.72 3.99 4.27 3.71 1.6 3.8 2.1 0.3 0.1 0.4 68.4 31.6 0.08 1.5 1.5 3.0 3 0 1 0 0 3 0 0 12 0 2 2 0 1 9
"Bennedict Mathurin" IND 22 6-5 210 Arizona Canada 2022 1 6 72.0 16.1 5.3 1.9 1.6 4.1 13.3 22.2 57.9 9.0 43 29 29.9 16.1 5.4 11.8 45.8 1.4 4.0 34.0 3.8 4.6 83.1 1.2 4.1 5.3 1.9 1.9 0.7 0.3 2.3 26.4 8.0 0.0 1.3 12104.0 2.29 1.18 1.11 4.30 4.57 4.04 0.1 0.3 1.3 0.3 0.3 0.6 47.8 52.2 0.00 1.4 1.7 3.1 5 0 1 0 0 2 0 0 19 1 7 1 0 0 1
"Bilal Coulibaly" WAS 20 6-8 195 None France 2023 1 7 59.0 12.3 5.0 3.4 -13.8 4.3 9.8 17.5 51.5 15.0 13 46 33.0 12.3 4.5 10.6 42.1 1.1 3.8 28.1 2.3 3.1 74.6 1.5 3.4 5.0 3.4 2.1 1.3 0.7 2.4 27.3 3.0 1.0 -9.9 13612.8 2.58 1.35 1.22 4.38 4.65 4.12 0.5 1.1 2.6 0.4 0.4 0.9 49.0 51.0 0.02 2.4 2.0 4.4 4 0 0 0 0 1 0 1 7 0 3 0 0 0 3
"Bismack Biyombo" SAS 32 6-8 255 None DRC 2011 1 7 28.0 5.1 5.6 1.1 -9.2 8.0 20.7 12.4 57.6 7.9 10 18 18.8 5.1 2.4 4.1 58.8 0.0 0.0 0.0 0.4 0.9 40.0 1.5 4.1 5.6 1.1 1.0 0.6 0.8 1.9 16.8 3.0 0.0 -3.6 7286.4 1.38 0.73 0.65 4.16 4.39 3.94 3.4 7.7 1.1 0.1 0.4 0.5 15.4 84.6 0.00 4.9 0.7 5.6 2 0 0 1 0 0 0 0 8 1 0 4 0 0 3
"Blake Wesley" SAS 22 6-3 185 "Notre Dame" USA 2022 1 25 58.0 3.7 1.1 2.0 0.5 2.5 6.2 16.5 51.0 22.5 23 35 11.8 3.7 1.4 3.2 43.5 0.3 1.0 29.3 0.7 1.1 62.3 0.3 0.8 1.1 2.0 0.9 0.6 0.1 0.8 9.2 0.0 0.0 -0.2 5075.9 0.96 0.49 0.47 4.58 4.85 4.33 0.1 0.2 1.4 0.1 0.1 0.3 58.3 41.7 0.00 0.6 0.7 1.3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Bobby Portis" MIL 30 6-10 250 Arkansas USA 2015 1 22 49.0 13.9 8.4 2.1 3.4 7.1 23.5 23.4 54.2 12.6 30 19 25.4 13.9 5.7 12.1 46.6 1.3 3.6 36.5 1.2 1.5 83.6 1.8 6.6 8.4 2.1 1.2 0.7 0.5 1.9 29.7 11.0 0.0 1.9 10175.6 1.93 1.02 0.91 4.26 4.51 4.01 1.4 3.4 1.6 0.2 0.2 0.4 55.0 45.0 0.00 3.7 2.6 6.3 7 0 0 0 0 0 1 0 8 1 1 1 0 0 1
"Bobi Klintman" DET 22 6-9 225 None Sweden 2024 2 37 8.0 1.9 0.9 0.9 4.2 2.4 18.2 12.1 68.9 21.2 4 4 5.3 1.9 0.8 1.3 60.0 0.3 0.6 40.0 0.1 0.3 50.0 0.1 0.8 0.9 0.9 0.1 0.3 0.1 1.0 5.2 0.0 0.0 0.0 2217.9 0.42 0.23 0.19 4.34 4.59 3.83 0.2 0.4 0.4 0.2 0.0 0.2 100 0.0 0.00 0.8 0.2 1.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bogdan Bogdanović" LAC 32 6-5 225 None Serbia 2014 1 27 54.0 10.8 2.9 2.7 2.7 1.7 9.8 18.3 55.9 15.2 33 21 25.0 10.8 3.9 9.1 42.7 1.9 5.4 36.3 1.1 1.2 87.9 0.4 2.5 2.9 2.7 1.4 0.8 0.2 2.4 19.9 1.0 0.0 2.0 10151.6 1.92 1.04 0.88 4.31 4.71 3.92 0.5 1.2 1.8 0.1 0.3 0.3 26.3 73.7 0.00 1.8 2.2 4.0 5 0 0 0 0 0 0 1 10 1 2 0 0 0 1
"Bol Bol" PHX 25 7-3 220 Oregon Sudan 2019 2 44 36.0 6.8 2.9 0.6 -3.9 4.7 16.8 20.4 62.7 7.1 10 26 12.5 6.8 2.7 5.1 52.5 0.9 2.6 34.4 0.6 0.7 76.9 0.6 2.3 2.9 0.6 0.6 0.3 0.7 0.6 13.4 1.0 0.0 -1.0 5157.2 0.98 0.52 0.45 4.43 4.59 4.23 0.3 0.7 0.4 0.2 0.1 0.3 75.0 25.0 0.00 1.6 2.3 3.9 3 0 0 0 0 0 0 0 0 0 0 5 0 0 1
"Bones Hyland" MIN 24 6-2 169 "Virginia Commonwealth" USA 2021 1 26 24.0 6.2 1.0 1.3 -6.1 2.0 8.3 27.4 57.6 24.6 11 13 9.9 6.2 2.0 4.9 39.8 1.3 3.4 39.0 1.0 1.1 88.5 0.2 0.8 1.0 1.3 1.0 0.8 0.2 1.2 11.2 0.0 0.0 -1.3 3899.8 0.74 0.40 0.33 4.12 4.44 3.79 0.1 0.1 1.2 0.1 0.1 0.2 60.0 40.0 0.00 0.4 0.6 0.9 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Bradley Beal" PHX 31 6-4 207 Florida USA 2012 1 3 53.0 17.0 3.3 3.7 -8.0 2.1 8.3 21.9 59.8 17.7 22 31 32.1 17.0 6.5 13.1 49.7 1.9 5.0 38.6 2.1 2.6 80.3 0.6 2.7 3.3 3.7 1.9 1.1 0.5 2.6 29.5 1.0 0.0 -5.2 12588.5 2.38 1.29 1.10 4.16 4.32 3.98 0.3 0.5 2.5 0.4 0.3 0.7 54.3 45.7 0.06 2.2 2.5 4.7 5 0 0 0 0 0 0 0 3 0 1 0 0 0 1
"Branden Carlson" OKC 25 7-0 220 Utah USA Undrafted Undrafted Undrafted 32.0 3.8 1.7 0.4 9.4 6.4 13.1 18.5 58.1 7.7 29 3 7.7 3.8 1.3 3.0 44.3 0.7 2.1 33.3 0.4 0.6 77.8 0.5 1.2 1.7 0.4 0.2 0.2 0.7 0.7 8.7 1.0 0.0 1.3 3239.2 0.61 0.33 0.28 4.39 4.71 4.07 0.8 1.9 0.3 0.2 0.1 0.3 62.5 37.5 0.00 2.5 1.1 3.5 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0
"Brandin Podziemski" GSW 22 6-4 205 "Santa Clara" USA 2023 1 19 64.0 11.7 5.1 3.4 6.6 3.4 15.1 17.7 55.7 19.4 38 26 26.8 11.7 4.4 9.8 44.5 1.8 4.8 37.2 1.1 1.5 75.8 1.0 4.1 5.1 3.4 1.2 1.1 0.2 1.5 25.6 2.0 0.0 4.1 11399.0 2.16 1.18 0.98 4.49 4.85 4.12 0.6 1.5 2.1 0.3 0.4 0.7 38.6 61.4 0.32 1.4 1.3 2.8 8 0 0 0 0 1 0 0 4 1 0 0 1 0 4
"Brandon Boston" NOP 23 6-6 188 Kentucky USA 2021 2 51 42.0 10.7 3.2 2.2 -6.2 2.6 10.7 19.9 53.5 14.0 8 34 23.6 10.7 4.0 9.1 43.6 1.2 3.3 35.0 1.6 2.0 78.8 0.7 2.5 3.2 2.2 1.2 1.3 0.2 1.7 21.0 0.0 0.0 -3.3 9530.3 1.80 0.95 0.86 4.30 4.43 4.16 0.3 0.7 2.1 0.1 0.2 0.3 28.6 71.4 0.02 1.2 1.3 2.5 2 0 0 0 0 0 0 0 5 1 1 0 0 0 2
"Brandon Clarke" MEM 28 6-8 215 Gonzaga Canada 2019 1 21 64.0 8.3 5.1 1.0 8.2 10.2 14.8 15.0 63.8 7.2 40 24 18.9 8.3 3.7 5.9 62.1 0.0 0.3 5.9 1.0 1.4 70.1 2.0 3.1 5.1 1.0 0.6 0.8 0.6 2.3 19.5 2.0 0.0 2.8 7990.5 1.51 0.79 0.73 4.53 4.92 4.17 1.1 2.6 1.6 0.2 0.3 0.5 41.4 58.6 0.05 3.0 1.8 4.8 1 0 0 1 1 0 1 0 8 0 2 0 0 0 1
"Brandon Ingram" TOR 27 6-8 190 Duke USA 2016 1 2 18.0 22.2 5.6 5.2 -10.7 2.7 14.0 30.5 56.0 28.0 5 13 33.1 22.2 8.6 18.5 46.5 2.4 6.4 37.4 2.6 3.1 85.5 0.9 4.6 5.6 5.2 3.8 0.9 0.6 2.5 37.3 0.0 0.0 -7.1 12508.8 2.37 1.34 1.03 4.02 4.34 3.67 0.2 0.6 1.1 0.4 0.1 0.5 77.8 22.2 0.00 2.2 1.4 3.6 0 0 0 1 0 0 0 0 13 0 6 0 0 0 0
"Brandon Miller" CHA 22 6-7 200 Alabama USA 2023 1 2 27.0 21.0 4.9 3.6 -6.8 2.4 11.7 27.0 54.0 18.2 8 19 34.2 21.0 7.3 18.2 40.3 3.9 10.9 35.5 2.5 2.9 86.1 0.9 3.9 4.9 3.6 2.8 1.1 0.7 2.7 34.9 2.0 0.0 -4.6 13537.0 2.56 1.44 1.13 4.17 4.60 3.74 1.3 3.1 2.3 0.1 0.3 0.5 30.8 69.2 0.07 2.4 2.6 5.0 2 2 0 0 0 1 0 0 12 0 0 2 0 0 2
"Brandon Williams" DAL 25 6-1 190 Arizona USA Undrafted Undrafted Undrafted 33.0 8.3 1.8 2.3 0.7 2.5 9.1 21.8 63.4 22.8 15 18 14.8 8.3 3.0 5.7 52.1 0.7 1.8 40.0 1.7 2.0 83.3 0.4 1.4 1.8 2.3 1.2 0.7 0.2 1.0 15.4 0.0 0.0 0.3 6306.4 1.19 0.63 0.56 4.52 4.82 4.21 0.2 0.4 1.9 0.3 0.4 0.7 47.4 52.6 0.00 1.6 0.9 2.5 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1
"Braxton Key" GSW 28 6-8 225 Virginia USA Undrafted Undrafted Undrafted 3.0 1.0 0.7 0.0 -30.7 7.7 16.7 22.2 22.6 0.0 3 0 3.6 1.0 0.0 1.3 0.0 0.0 0.3 0.0 1.0 2.0 50.0 0.3 0.3 0.7 0.0 0.3 0.7 0.0 0.0 3.5 0.0 0.0 -2.7 1595.3 0.30 0.17 0.13 4.57 4.49 4.69 0.0 0.0 2.0 0.0 0.0 0.0 0.0 0.0 0.00 0.0 1.0 1.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Brice Sensabaugh" UTA 21 6-5 235 "Ohio State" USA 2023 1 28 71.0 10.9 3.0 1.5 -9.6 2.8 11.0 20.8 61.2 11.7 14 57 20.2 10.9 3.9 8.4 45.9 2.2 5.2 42.2 0.9 1.0 89.0 0.6 2.4 3.0 1.5 1.5 0.6 0.1 1.6 17.5 0.0 0.0 -4.0 7886.9 1.49 0.79 0.70 4.13 4.25 3.99 0.2 0.4 1.2 0.2 0.3 0.4 39.3 60.7 0.01 1.1 1.3 2.4 5 0 1 0 0 1 0 1 7 1 3 0 1 0 1
"Bronny James" LAL 20 6-3 210 "Southern California" USA 2024 2 55 27.0 2.3 0.7 0.8 -18.6 2.1 7.6 19.9 42.4 19.1 17 10 6.7 2.3 0.8 2.5 31.3 0.3 1.2 28.1 0.4 0.5 78.6 0.1 0.5 0.7 0.8 0.5 0.3 0.1 0.5 5.2 0.0 0.0 -2.6 2709.0 0.51 0.29 0.22 4.25 4.48 3.90 0.0 0.0 0.9 0.0 0.2 0.2 0.0 100 0.00 0.9 0.6 1.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Brook Lopez" MIL 37 7-1 282 Stanford USA 2008 1 10 80.0 13.0 5.0 1.8 2.2 4.6 10.7 15.7 62.4 7.8 47 33 31.8 13.0 4.9 9.7 50.9 1.7 4.7 37.3 1.4 1.7 82.6 1.4 3.6 5.0 1.8 1.1 0.6 1.9 2.1 28.1 4.0 0.0 1.7 11535.6 2.18 1.13 1.05 3.88 3.99 3.78 2.6 6.2 1.4 0.1 0.1 0.2 47.1 52.9 0.00 11.3 2.4 13.7 3 0 0 5 0 0 0 0 33 11 1 2 0 0 5
"Bruce Brown" NOP 28 6-4 202 Miami USA 2018 2 42 41.0 8.3 4.0 2.0 -11.9 4.0 13.4 16.9 50.4 13.3 15 26 22.5 8.3 3.2 7.5 42.1 0.7 2.0 33.3 1.3 1.6 81.5 1.0 3.0 4.0 2.0 1.0 0.8 0.2 1.7 18.4 0.0 0.0 -5.5 8894.6 1.68 0.91 0.78 4.19 4.55 3.84 0.4 1.0 1.7 0.2 0.2 0.4 53.3 46.7 0.00 0.9 1.3 2.2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1
"Bruno Fernando" TOR 26 6-9 240 Maryland Angola 2019 2 34 17.0 3.4 3.0 1.1 -6.1 12.7 21.0 18.2 55.2 19.4 2 15 8.6 3.4 1.5 2.9 53.1 0.0 0.0 0.0 0.4 0.5 75.0 1.2 1.8 3.0 1.1 0.8 0.2 0.5 1.6 10.1 0.0 0.0 -1.3 3373.3 0.64 0.33 0.31 4.16 4.31 3.93 1.6 3.6 0.6 0.1 0.1 0.2 33.3 66.7 0.00 1.9 1.3 3.1 3 0 0 0 1 0 0 0 3 0 0 2 0 0 1
"Bryce McGowens" POR 22 6-6 190 Nebraska USA 2022 2 40 13.0 1.0 0.2 0.2 -7.2 5.6 3.4 24.4 39.1 10.5 8 5 2.5 1.0 0.3 1.1 28.6 0.0 0.3 0.0 0.4 0.5 83.3 0.2 0.1 0.2 0.2 0.3 0.1 0.0 0.2 1.4 0.0 0.0 -0.3 1054.5 0.20 0.10 0.10 4.27 4.34 4.21 0.0 0.0 0.2 0.0 0.0 0.0 0.0 0.0 0.00 0.2 0.8 1.0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Bub Carrington" WAS 19 6-4 190 Pittsburgh USA 2024 1 14 82.0 9.8 4.2 4.4 -15.2 1.2 11.7 15.4 51.4 21.3 18 64 30.0 9.8 3.7 9.1 40.1 1.7 5.0 33.9 0.8 1.0 81.2 0.4 3.8 4.2 4.4 1.7 0.7 0.3 2.3 22.5 5.0 0.0 -9.7 12495.9 2.37 1.27 1.10 4.43 4.77 4.10 0.3 0.8 1.4 0.2 0.3 0.5 43.2 56.8 0.02 1.7 1.7 3.4 8 0 0 0 0 0 0 1 9 3 2 0 0 0 1
"Buddy Hield" GSW 32 6-4 220 Oklahoma Bahamas 2016 1 6 82.0 11.1 3.2 1.6 2.2 2.5 11.1 19.6 56.0 10.6 48 34 22.7 11.1 4.0 9.6 41.7 2.5 6.7 37.0 0.6 0.8 82.8 0.6 2.6 3.2 1.6 1.1 0.8 0.3 1.6 19.7 0.0 0.0 1.7 10004.8 1.89 1.04 0.86 4.67 5.07 4.26 0.2 0.5 1.7 0.2 0.2 0.4 50.0 50.0 0.00 2.0 1.6 3.6 4 0 0 0 0 1 0 0 9 0 2 0 0 0 0
"Cade Cunningham" DET 23 6-6 220 "Oklahoma State" USA 2021 1 1 70.0 26.1 6.1 9.1 2.8 2.3 14.7 32.3 56.5 40.9 38 32 35.0 26.1 9.8 20.8 46.9 2.1 6.0 35.6 4.5 5.3 84.6 0.8 5.3 6.1 9.1 4.4 1.0 0.8 2.8 48.0 31.0 9.0 2.5 14101.9 2.67 1.50 1.17 4.29 4.87 3.73 0.3 0.8 2.1 0.3 0.4 0.7 47.9 52.1 0.03 3.0 2.7 5.7 6 2 1 0 0 2 0 2 15 1 3 1 0 0 2
"Caleb Houstan" ORL 22 6-8 205 Michigan Canada 2022 2 32 58.0 4.1 1.3 0.6 -4.1 2.3 7.3 11.5 60.5 6.6 29 29 13.6 4.1 1.4 3.3 42.1 1.1 2.8 40.0 0.3 0.3 88.2 0.3 1.0 1.3 0.6 0.2 0.4 0.1 1.1 7.8 0.0 0.0 -1.1 5826.2 1.10 0.61 0.49 4.49 4.86 4.10 0.5 1.0 0.7 0.1 0.1 0.2 50.0 50.0 0.00 1.3 0.7 2.0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Caleb Martin" DAL 29 6-5 205 Nevada USA Undrafted Undrafted Undrafted 45.0 7.9 3.9 2.1 -6.3 4.2 10.5 14.3 51.3 11.6 17 28 27.1 7.9 2.9 6.8 42.4 0.8 2.3 35.9 1.4 2.2 62.2 1.2 2.8 3.9 2.1 1.2 1.0 0.5 1.9 19.2 1.0 0.0 -3.4 11447.9 2.17 1.17 1.00 4.45 4.74 4.15 0.5 1.1 1.9 0.3 0.4 0.6 42.9 57.1 0.09 1.9 1.6 3.5 3 0 0 0 0 1 0 2 7 0 3 0 0 1 4
"Cam Christie" LAC 19 6-6 190 Minnesota USA 2024 2 46 13.0 1.4 0.9 0.5 -7.9 5.1 14.1 19.2 34.9 16.7 10 3 4.5 1.4 0.5 1.8 29.2 0.2 1.0 15.4 0.2 0.3 50.0 0.2 0.7 0.9 0.5 0.2 0.4 0.1 0.3 4.4 0.0 0.0 -0.8 1894.1 0.36 0.19 0.16 4.35 4.53 3.98 0.2 0.6 0.8 0.2 0.0 0.2 100 0.0 0.00 0.6 0.2 0.8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cam Reddish" LAL 25 6-7 217 Duke USA 2019 1 10 33.0 3.2 2.0 0.7 -8.4 2.9 8.1 8.4 49.8 4.9 15 18 17.9 3.2 1.2 2.8 40.4 0.4 1.4 27.7 0.5 0.8 61.5 0.5 1.5 2.0 0.7 0.4 1.0 0.3 1.3 10.1 0.0 0.0 -2.8 7150.1 1.35 0.66 0.70 4.24 4.03 4.47 0.3 0.6 2.2 0.2 0.4 0.6 31.6 68.4 0.00 0.7 1.2 2.0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0
"Cam Spencer" MEM 25 6-4 205 Connecticut USA 2024 2 53 25.0 4.2 1.2 1.4 6.8 4.3 7.0 14.8 58.7 18.2 14 11 10.1 4.2 1.4 3.3 41.5 0.8 2.1 36.5 0.8 0.8 100 0.5 0.7 1.2 1.4 0.2 0.4 0.0 0.9 8.7 0.0 0.0 1.6 4564.1 0.86 0.47 0.40 4.76 5.17 4.36 0.1 0.3 0.8 0.1 0.1 0.3 50.0 50.0 0.06 0.4 0.7 1.1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Cam Thomas" BKN 23 6-3 210 "Louisiana State" Japan 2021 1 27 25.0 24.0 3.3 3.8 -5.7 2.0 8.9 32.8 57.5 21.7 8 17 31.2 24.0 8.0 18.2 43.8 2.7 7.8 34.9 5.3 6.0 88.1 0.6 2.7 3.3 3.8 2.5 0.6 0.1 1.8 33.1 1.0 0.0 -3.7 12380.4 2.34 1.27 1.08 4.19 4.39 3.98 0.3 0.7 0.9 0.3 0.2 0.5 58.3 41.7 0.00 2.1 1.7 3.8 6 0 1 0 0 0 0 0 6 0 1 0 0 0 0
"Cam Whitmore" HOU 20 6-7 230 Villanova USA 2023 1 20 51.0 9.4 3.0 1.0 1.1 3.9 13.9 23.1 54.9 9.0 30 21 16.2 9.4 3.5 7.9 44.4 1.3 3.6 35.5 1.1 1.4 75.0 0.7 2.3 3.0 1.0 0.9 0.6 0.3 0.9 16.0 2.0 0.0 0.0 6170.4 1.17 0.63 0.54 4.02 4.24 3.79 0.1 0.2 1.3 0.2 0.3 0.5 38.1 61.9 0.00 1.0 0.8 1.8 4 0 0 0 0 0 0 0 5 0 5 0 0 0 1
"Cameron Johnson" BKN 29 6-8 210 "North Carolina" USA 2019 1 11 57.0 18.8 4.3 3.4 -5.8 3.0 11.3 22.4 63.2 17.9 21 36 31.6 18.8 6.2 13.1 47.5 2.8 7.2 39.0 3.5 3.9 89.3 0.9 3.4 4.3 3.4 1.7 0.9 0.4 1.8 31.4 2.0 0.0 -3.5 12753.5 2.42 1.35 1.07 4.27 4.60 3.92 0.5 1.1 1.7 0.3 0.3 0.6 52.9 47.1 0.05 2.0 2.2 4.2 1 0 0 0 0 0 0 1 5 0 3 1 0 0 1
"Cameron Payne" NYK 30 6-3 183 "Murray State" USA 2015 1 14 72.0 6.9 1.4 2.8 9.1 1.3 8.1 20.0 53.2 25.1 46 26 15.1 6.9 2.5 6.2 40.1 1.3 3.6 36.3 0.7 0.8 90.7 0.2 1.3 1.4 2.8 0.7 0.5 0.2 1.5 14.5 0.0 0.0 2.8 6022.7 1.14 0.63 0.51 4.26 4.69 3.82 0.1 0.3 1.6 0.1 0.1 0.2 28.6 71.4 0.18 0.8 0.7 1.5 0 0 0 0 0 0 0 2 4 0 0 0 0 0 1
"Caris LeVert" ATL 30 6-6 205 Michigan USA 2016 1 20 64.0 12.1 3.2 3.4 7.2 2.6 9.6 19.1 58.2 17.8 46 18 24.9 12.1 4.4 9.4 46.7 1.7 4.4 37.3 1.7 2.4 71.0 0.6 2.5 3.2 3.4 1.2 0.9 0.5 1.5 24.0 1.0 0.0 4.0 10297.0 1.95 1.05 0.90 4.34 4.83 3.88 0.1 0.3 2.3 0.3 0.3 0.6 52.6 47.4 0.00 1.9 1.7 3.7 1 0 0 0 0 0 0 0 2 0 1 0 0 0 2
"Cason Wallace" OKC 21 6-3 195 Kentucky USA 2023 1 10 68.0 8.4 3.4 2.5 10.1 3.6 7.9 12.4 56.2 11.7 55 13 27.6 8.4 3.4 7.2 47.4 1.1 3.1 35.6 0.4 0.5 81.1 1.0 2.3 3.4 2.5 0.9 1.8 0.5 2.1 22.2 0.0 0.0 5.4 11291.4 2.14 1.07 1.06 4.34 4.52 4.18 0.8 1.8 3.6 0.4 0.5 0.9 45.8 54.2 0.00 1.8 2.9 4.7 2 0 0 0 0 2 1 0 3 0 1 0 0 0 3
"Charles Bassey" SAS 24 6-10 230 "Western Kentucky" Nigeria 2021 2 53 36.0 4.4 4.2 0.5 -15.9 13.3 24.0 16.4 59.7 7.2 14 22 10.4 4.4 1.9 3.3 58.1 0.0 0.0 0.0 0.6 0.9 63.6 1.6 2.7 4.2 0.5 0.6 0.4 0.8 1.4 13.2 2.0 0.0 -3.6 4295.9 0.81 0.43 0.38 4.37 4.60 4.14 1.2 2.8 0.9 0.1 0.2 0.2 28.6 71.4 0.00 3.0 1.0 4.0 2 0 0 0 0 0 0 0 5 3 0 5 1 0 3
"Chet Holmgren" OKC 22 7-1 208 Gonzaga USA 2022 1 2 32.0 15.0 8.0 2.0 16.1 5.4 20.8 21.4 59.9 9.1 26 6 27.4 15.0 5.2 10.7 49.0 1.4 3.6 37.9 3.2 4.2 75.4 1.5 6.5 8.0 2.0 1.8 0.7 2.2 2.3 34.6 11.0 0.0 9.2 10877.8 2.06 1.09 0.97 4.23 4.70 3.81 1.5 3.3 0.9 0.2 0.4 0.5 29.4 70.6 0.00 7.4 2.8 10.2 1 0 0 0 0 0 0 0 10 1 8 2 0 0 2
"Chris Boucher" TOR 32 6-9 200 Oregon "Saint Lucia" Undrafted Undrafted Undrafted 50.0 10.0 4.5 0.7 -0.2 7.7 17.5 20.8 61.5 5.7 18 32 17.2 10.0 3.6 7.4 49.2 1.4 3.9 36.3 1.4 1.7 78.2 1.4 3.1 4.5 0.7 0.6 0.5 0.5 1.4 18.8 3.0 0.0 0.1 7056.8 1.34 0.70 0.64 4.33 4.51 4.15 0.1 0.2 0.9 0.2 0.1 0.3 60.0 40.0 0.06 1.3 1.4 2.7 1 0 0 0 0 0 0 0 6 2 3 0 0 0 1
"Chris Duarte" CHI 27 6-5 190 Oregon "Dominican Republic" 2021 1 13 17.0 2.1 1.2 0.5 2.8 6.0 16.5 15.1 61.0 17.3 4 13 4.4 2.1 0.7 1.5 46.2 0.4 0.9 40.0 0.4 0.5 75.0 0.3 0.9 1.2 0.5 0.1 0.0 0.0 0.4 4.3 0.0 0.0 0.7 1853.5 0.35 0.18 0.17 4.44 5.00 3.87 0.0 0.0 0.3 0.2 0.0 0.2 100 0.0 0.00 1.0 0.8 1.8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Chris Livingston" MIL 21 6-6 220 Kentucky USA 2023 2 58 21.0 1.4 1.7 0.2 -12.6 9.1 19.8 15.0 44.1 7.8 15 6 5.0 1.4 0.4 1.3 33.3 0.0 0.4 0.0 0.6 0.8 75.0 0.5 1.2 1.7 0.2 0.3 0.2 0.0 0.4 4.2 0.0 0.0 -1.4 2143.1 0.41 0.21 0.20 4.38 4.69 4.09 0.3 0.7 1.1 0.0 0.2 0.2 0.0 100 0.00 1.0 0.1 1.1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"Chris Paul" SAS 39 6-0 175 "Wake Forest" USA 2005 1 4 82.0 8.8 3.6 7.4 -0.8 1.4 11.0 13.7 58.0 34.2 34 48 28.0 8.8 3.0 7.1 42.7 1.7 4.5 37.7 1.0 1.1 92.4 0.4 3.2 3.6 7.4 1.6 1.3 0.3 1.8 27.2 12.0 0.0 0.0 9606.7 1.82 0.98 0.84 3.66 3.95 3.38 0.6 1.4 2.4 0.2 0.6 0.8 28.1 71.9 0.00 0.5 1.1 1.7 3 0 0 0 0 0 0 0 4 1 0 0 0 0 3
"Christian Braun" DEN 24 6-6 220 Kansas USA 2022 1 21 79.0 15.4 5.2 2.6 8.2 3.9 10.9 15.5 66.5 9.6 48 31 33.9 15.4 6.0 10.4 58.0 1.1 2.8 39.7 2.2 2.7 82.7 1.2 3.9 5.2 2.6 1.0 1.1 0.5 2.2 29.1 6.0 0.0 6.1 13713.5 2.60 1.37 1.23 4.35 4.72 3.99 0.8 1.9 1.8 0.3 0.3 0.6 44.9 55.1 0.05 2.6 2.2 4.8 3 0 0 0 0 0 0 0 12 0 6 1 0 0 1
