"Lessives","Deodorants","EauDeToilette","ProdSoinCheveux","ProdSoinVisage","VernisOngleDissolv","NbPieceAvecProduitsChim","NettoyantDeSurface","AutreNettoyants","DesodoAreosolVaporisateur","DesodoAutreEnsens","InsecticideAerosol","InsecticidePoudreBlocGel","NettoySolAspiration","NettoySolBalaiSerp","NettoyAutreQueSol","CuissonFourTraditionnel","CuissonALeau","CuissonALaVapeur","CuissonParFriture","CuissonParGrillade","VoitureDansGarage","Fumeurs","SechageLingeDansLogement","UtiliseSecheLinge","NettASecVetements","PersExtPourMenage","TapisDescenteLitNeuf","NettASecTapisTissusmeuble","Plantes","Chiens","Chats","TraitementParasitesAnimaux","HamsterCochonLapin","InsecticideBlatteFourmie","SortirOrduresExterieur","OrduresDansPiece","EndroitStockageOrdures","Bricolage","Jardinage","ProtMatelSimple","ProtMatelImperm","ProtMatelAntiAcariens","outcome.Formldehyde","outcome.acetaldehyde","outcome.acroleine","outcome.hexaldehyde","outcome.benzene","outcome.1methoxy2propanol","outcome.trichloroethylene","outcome.toluene","outcome.tetrachloroethylene","outcome.styrene","outcome.2butoxyethanol","outcome.124trimethylbenzene","outcome.14dichlorobenzene","outcome.ndecane","outcome.Formldehyde.log","outcome.ac taldehyde.log","outcome.acroleine.log","outcome.hexaldehyde.log","outcome.benzene.log","outcome.1methoxy2propanol.log","outcome.trichloroethylene.log","outcome.toluene.log","outcome.t trachloroethylene.log","outcome.styrene.log","outcome.2butoxyethanol.log","outcome.124trimethylbenzene.log","outcome.14dichlorobenzene.log","outcome.ndecane.log"
7,14,11,7,14.5,0,1,3.5,1,0,7,0,0,3.5,3.5,0,1,7,3.5,0,3.5,"1","fum_1","SechLingInt_oui","SechLingUtil_1","non","AideMen_oui","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",10.92,4.55,0.34,5.35,0.56,1.4,0.09,2.09,0.09,0.21,0.4,0.7,0.12,0.59,2.4782176616372,1.71379792775834,0.29266961396282,1.8484548129046,0.444685821261446,0.8754687373539,0.0861776962410524,1.12817109090965,0.0861776962410524,0.19062035960865,0.336472236621213,0.53062825106217,0.113328685307003,0.46373401623214
7,14,14,7,14,0,0,1,1,3.5,7,0,0,0,7,0,3.5,7,0,1,0,"1","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",14.99,8.51,0.65,5.43,0.87,7.75,0.25,5.54,0,0.23,0.56,1.39,0.45,0.93,2.77196352684586,2.2523438765573,0.500775287912489,1.86097453824953,0.625938430866495,2.16905370036952,0.22314355131421,1.87793716546911,0,0.207014169384326,0.444685821261446,0.871293365943419,0.371563556432483,0.657520002916794
3.5,24.5,21,10.5,0,8.5,0,0,0,0,0,0,0,3.5,7,1,3.5,7,0,0,1,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico5","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.23,3.65,0.07,3.41,0.17,1.85,0.09,2.11,0.09,0.27,0.16,0.44,0.23,0.32,2.50389194969908,1.53686721959926,0.0676586484738149,1.48387468945875,0.157003748809665,1.04731899428056,0.0861776962410524,1.13462272619114,0.0861776962410524,0.2390169004705,0.148420005118273,0.364643113587909,0.207014169384326,0.27763173659828
3.5,3.5,0,0.5,0,0.5,1,3.5,0,3.5,14,1,14,3.5,3.5,1,3.5,3.5,0,1,3.5,"4","fum_3","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.41,6.69,0.46,3.96,3.04,8.74,0.41,21.54,0.31,0.57,0.16,1.53,1.27,3.38,2.12942147398486,2.03992078351755,0.378436435720245,1.60140574073684,1.39624469197306,2.27624111765444,0.343589704390077,3.11529150861163,0.27002713721306,0.451075619360217,0.148420005118273,0.928219302739429,0.819779831493311,1.47704872438835
3.5,7,7.5,0,7,0,1,0,0,0,14,3.5,0,3.5,7,0,1,0,0,1,3.5,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin2","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",34.76,10.06,0.62,5.21,2.31,0.64,0.26,17.74,0.2,0.47,0.94,2.03,0.54,0.83,3.57682995030531,2.40333499609419,0.482426149244293,1.82616089594539,1.19694818938897,0.494696241836107,0.231111720963387,2.93066027681028,0.182321556793955,0.385262400790645,0.662687973075237,1.10856261952128,0.431782416425538,0.60431596685333
3.5,14,15,4.5,10.5,2,1,3.5,0,0,0,0,0,3.5,3.5,3.5,3.5,1,0,0,3.5,"1","fum_1","SechLingInt_non","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.84,4.81,0.38,2.75,1.14,0.25,0.34,8.32,0.53,0.25,0.16,0.26,0.47,1.55,2.82375700881418,1.75958057086382,0.322083499169113,1.32175583998232,0.76080582903376,0.22314355131421,0.29266961396282,2.2321626286975,0.425267735404344,0.22314355131421,0.148420005118273,0.231111720963387,0.385262400790645,0.936093359170335
1.5,7,0,0,7,1,1,0,7,0,0,0,0,1,7,0,3.5,3.5,0,0,3.5,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",14.45,17.47,1.49,2.3,1.44,1.14,0.32,3.19,0.26,0.24,0.45,0.21,0.39,0.51,2.73760900334375,2.91614779421115,0.912282710476616,1.19392246847243,0.89199803930511,0.76080582903376,0.27763173659828,1.43270073393405,0.231111720963387,0.215111379616945,0.371563556432483,0.19062035960865,0.3293037471426,0.412109650826833
1.5,7,0,0,0,0,2,0,0,0,14,0,0,0,3.5,0,1,7,1,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_autre","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7,6.47,0.61,1.71,1.7,0.24,0.56,6.41,0.81,0.23,0.15,1.2,2.42,1.37,2.07944154167984,2.01089499914473,0.476234178996372,0.99694863489161,0.993251773010283,0.215111379616945,0.444685821261446,2.002830439308,0.593326845277734,0.207014169384326,0.139761942375159,0.78845736036427,1.22964055107451,0.86288995514704
3.5,14,10.5,0,3.5,0,1,3.5,3.5,0,1,0,0,3.5,3.5,1,3.5,3.5,0,0,1,"4","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",23.44,35.2,2.45,7.33,1.79,5.62,0.52,5.86,0.43,0.56,2.2,1.1,0.61,0.82,3.19622113430339,3.58905911883173,1.23837423104327,2.11986345617875,1.02604159583327,1.89009536994892,0.418710334858185,1.92570744173779,0.357674444271816,0.444685821261446,1.16315080980568,0.741937344729377,0.476234178996372,0.598836501088704
3.5,10.5,0,0,7,3.5,1,3.5,0,0,0,0,0,3.5,1,0,3.5,3.5,0,0,0,"4","fum_4","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",23.15,13.68,1.39,9.96,1.46,3.62,0.36,3.91,0.58,0.4,0.77,1.14,1.63,8.67,3.18428438009858,2.68648602318637,0.871293365943419,2.39425228151987,0.900161349944271,1.53039470509365,0.307484699747961,1.59127394180643,0.457424847038875,0.336472236621213,0.570979546585738,0.76080582903376,0.966983846189673,2.2690283094652
1.5,0,0.5,0,0,0,1,1,0,7,14,1,0,1,1,1,0,0,0,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",33.1,3.39,0.22,3,0.36,0.25,0.21,3.07,0.76,0.19,0.34,0.54,5.17,0.49,3.52929738428947,1.47932922708708,0.198850858745165,1.38629436111989,0.307484699747961,0.22314355131421,0.19062035960865,1.4036429994545,0.56531380905006,0.173953307123438,0.29266961396282,0.431782416425538,1.8196988379173,0.398776119957368
3.5,14,10.5,3.5,7,3.5,1,3.5,0,3.5,7,0,0,3.5,1,1,3.5,1,3.5,0,0,"4","fum_2","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",19.45,12.41,0.67,8.45,0.48,0.96,0.09,1.49,3.96,0.15,0.62,0.42,0.23,0.12,3.01798288248881,2.59600069729359,0.512823626428664,2.24601474150565,0.392042087776024,0.672944473242426,0.0861776962410524,0.912282710476616,1.60140574073684,0.139761942375159,0.482426149244293,0.350656871613169,0.207014169384326,0.113328685307003
1.5,3.5,3.5,0,3.5,0,1,1,0,0,1,0,0,0,1,3.5,0,3.5,1,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.69,3.21,0.34,1.27,0.52,0,0.2,1.6,0.38,0.09,0,0.26,0.25,0.25,2.1621729392773,1.43746264769429,0.29266961396282,0.819779831493311,0.418710334858185,0,0.182321556793955,0.955511445027436,0.322083499169113,0.0861776962410524,0,0.231111720963387,0.22314355131421,0.22314355131421
1.5,0,0.5,0.5,7,1,1,3.5,0,0,14,0,0,1,3.5,7,1,3.5,3.5,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",8.62,3.57,0.3,1.83,0.75,0.25,0.91,2.1,0.84,0.14,0.16,0.47,2.08,0.45,2.26384426467762,1.51951320490611,0.262364264467491,1.04027671165515,0.559615787935423,0.22314355131421,0.647103242058539,1.1314021114911,0.609765571620894,0.131028262406404,0.148420005118273,0.385262400790645,1.12492959698548,0.371563556432483
7,35,35,8.5,1.5,1.5,0,1,3.5,7,0,0,0,3.5,3.5,0,3.5,1,3.5,0,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico3","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",22.89,7.04,0.58,4.63,0.84,1.75,0.09,5.09,2.43,0.34,0.34,0.94,9.9,0.88,3.17345996133772,2.08442908319087,0.457424847038875,1.7281094421516,0.609765571620894,1.01160091167848,0.0861776962410524,1.80664808172181,1.23256026117785,0.29266961396282,0.29266961396282,0.662687973075237,2.3887627892351,0.631271776841858
3.5,14,14,1,7,0,1,1,1,3.5,3.5,0,0,1,1,0,0,3.5,1,0,0,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",29.94,10.32,1.3,18.9,1.28,1.21,0,6.12,0.41,0.92,2.44,1.81,4.56,2.12,3.43204984514492,2.42657107277504,0.832909122935104,2.99071973173045,0.824175442966349,0.792992515529661,0,1.96290772542388,0.343589704390077,0.65232518603969,1.23547147138531,1.03318448334565,1.71559810826249,1.13783300182139
1.5,3.5,0,0,7,1,1,1,0,3.5,14,0,0,3.5,0,1,3.5,3.5,0,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",52.97,10.89,1.16,5.83,0.67,2.01,0.59,7.35,0.44,0.36,0.36,2.11,1.9,6.68,3.98842833663055,2.47569771070269,0.770108221696074,1.9213246735827,0.512823626428664,1.10194007876078,0.46373401623214,2.12226153886276,0.364643113587909,0.307484699747961,0.307484699747961,1.13462272619114,1.06471073699243,2.03861954715958
1.5,7,14,1,7,7,1,3.5,1,3.5,0,0,0,3.5,3.5,1,0,3.5,0,3.5,0,"4","fum_3","SechLingInt_oui","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",42.77,15.45,0.75,9.6,0.63,0.91,4.31,6.45,0.64,0.41,0.44,0.99,1.62,1.75,3.7789486512028,2.80032547721138,0.559615787935423,2.36085400111802,0.488580014818671,0.647103242058539,1.66959183525385,2.00821403239147,0.494696241836107,0.343589704390077,0.364643113587909,0.688134638736401,0.963174317773006,1.01160091167848
7,18,15,7.5,18,14.5,1,7,1,0,14,0,0,1,3.5,7,3.5,3.5,0,0,0,"4","fum_4","SechLingInt_non","SechLingUtil_1","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.13,1.99,0.07,1.28,0.63,0.25,0.2,2.02,0.23,0.16,0.16,0.42,0.4,0.36,2.31550131826059,1.0952733874026,0.0676586484738149,0.824175442966349,0.488580014818671,0.22314355131421,0.182321556793955,1.10525683138678,0.207014169384326,0.148420005118273,0.148420005118273,0.350656871613169,0.336472236621213,0.307484699747961
7,7,0,3.5,7,0,1,3.5,0,0,1,0,0,1,3.5,1,1,1,0,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",5.88,4.83,0.07,0.99,0.44,0.25,0.1,1.03,0.25,0.04,0,0.18,0.1,0.08,1.92861865194525,1.7630170003624,0.0676586484738149,0.688134638736401,0.364643113587909,0.22314355131421,0.0953101798043249,0.708035793053696,0.22314355131421,0.0392207131532813,0,0.165514438477573,0.0953101798043249,0.0769610411361284
1.5,7,7,0,0,0,1,3.5,3.5,0,0,0,0,3.5,3.5,3.5,0,0,0,0,0,"4","fum_3","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",29.61,36.64,4.39,6.1,2.06,0.25,1.09,4.5,0.3,0.69,0.92,0.84,0.77,0.68,3.42132675295732,3.62806731471718,1.68454538492091,1.96009478404727,1.11841491596429,0.22314355131421,0.73716406597672,1.70474809223843,0.262364264467491,0.524728528934982,0.65232518603969,0.609765571620894,0.570979546585738,0.518793793415168
3.5,0,7,0,0,1,1,0,0,0,0,0,0,1,1,0,0,3.5,1,0,3.5,"4","fum_3","SechLingInt_oui","SechLingUtil_5","oui","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico5","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.32,13.3,0.64,13.89,0.47,1.38,1.06,4.76,0,0.55,0.63,5.39,0.91,9.91,2.79239134953596,2.66025953726586,0.494696241836107,2.70068984669592,0.385262400790645,0.867100487683383,0.72270598280149,1.7509374747078,0,0.438254930931155,0.488580014818671,1.85473426838944,0.647103242058539,2.38967979984498
3.5,28,28,14,3.5,0,1,3.5,0,7,0,0,0,7,7,1,0,3.5,0,3.5,0,"4","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",28.41,10.69,1.58,8.04,0.99,0,0.22,1.88,0.09,0.23,0,0.5,0,0.34,3.3813347525659,2.45873377548398,0.947789398933526,2.20165917440409,0.688134638736401,0,0.198850858745165,1.05779029414785,0.0861776962410524,0.207014169384326,0,0.405465108108164,0,0.29266961396282
1.5,0,7,0,0,0,0,3.5,0,7,0,0,0,0,3.5,1,0,0,0,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.37,4.99,0.35,5.51,0.18,0.25,0.1,2.47,2.76,0.26,1.02,0.84,2.25,0.41,2.79545039138304,1.79009141212736,0.300104592450338,1.87333945622048,0.165514438477573,0.22314355131421,0.0953101798043249,1.24415459395877,1.3244189574018,0.231111720963387,0.703097511413113,0.609765571620894,1.17865499634165,0.343589704390077
1.5,7,7,0,3.5,0,1,1,0,3.5,14,0,0,1,1,0,1,3.5,0,0,0,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",23.03,2.57,0.17,1.08,0.37,0,0.23,1.92,0.21,0.29,0.16,0.43,0.35,0.36,3.17930304974838,1.27256559579155,0.157003748809665,0.732367893713227,0.314810739840034,0,0.207014169384326,1.07158361628019,0.19062035960865,0.254642218373581,0.148420005118273,0.357674444271816,0.300104592450338,0.307484699747961
1.5,4.5,7,7,0,0,1,1,3.5,3.5,3.5,0,0,3.5,3.5,3.5,7,3.5,0,3.5,3.5,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_oui","TapisNeuf_oui","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",33.21,5.48,0.6,8.81,0.17,1.93,0.2,2.49,0.09,0.23,0.82,0.85,0.63,1.75,3.53251799898951,1.86872051036418,0.470003629245736,2.28340227357727,0.157003748809665,1.07500242302898,0.182321556793955,1.24990173621434,0.0861776962410524,0.207014169384326,0.598836501088704,0.615185639090233,0.488580014818671,1.01160091167848
1.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,0,0,3.5,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.25,7.85,0.26,2.02,0.89,0.25,0.36,1.97,0.09,0.21,0.16,0.67,3.39,0.57,2.58399755243223,2.18041745901984,0.231111720963387,1.10525683138678,0.636576829071551,0.22314355131421,0.307484699747961,1.08856195281461,0.0861776962410524,0.19062035960865,0.148420005118273,0.512823626428664,1.47932922708708,0.451075619360217
0.5,3.5,3.5,0,3.5,0,0,1,0,0,7,0,0,1,1,1,0,0,0,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","oui","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_1","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.04,1.41,0.26,0.69,0.96,0,0.21,1.64,0.34,0.24,0,0.39,0.49,0.4,2.64191039859766,0.879626747502564,0.231111720963387,0.524728528934982,0.672944473242426,0,0.19062035960865,0.970778917158225,0.29266961396282,0.215111379616945,0,0.3293037471426,0.398776119957368,0.336472236621213
3.5,14,14,7,14,0,1,3.5,3.5,3.5,3.5,0,0,3.5,3.5,3.5,3.5,3.5,3.5,0,0,"1","fum_1","SechLingInt_oui","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.98,7.17,0.57,1.72,1.13,2.39,2.35,2.34,0.59,0.19,0.85,0.56,0.29,0.37,2.63762773680566,2.10046890887191,0.451075619360217,1.00063188030791,0.756121979721334,1.22082992139236,1.20896034583698,1.20597080698861,0.46373401623214,0.173953307123438,0.615185639090233,0.444685821261446,0.254642218373581,0.314810739840034
3.5,10.5,3.5,1,1,0,0,3.5,1,0,0,0,0,1,7,7,3.5,7,7,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",24.56,4.92,0.71,3.08,0.85,0.99,0.09,1.82,0.2,0.39,0.32,0.53,0.45,3.13,3.24102862950933,1.77833644889591,0.536493370514568,1.40609698841607,0.615185639090233,0.688134638736401,0.0861776962410524,1.03673688495002,0.182321556793955,0.3293037471426,0.27763173659828,0.425267735404344,0.371563556432483,1.41827740697294
1.5,0,0,0,3.5,0,0,7,0,0,0,0,3.5,3.5,7,7,3.5,1,0,0,0,"4","fum_3","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",15.44,7,0.45,4.13,0.18,0,0.1,1.7,0.09,0.26,0.16,0.5,32.49,0.58,2.79971738962803,2.07944154167984,0.371563556432483,1.63510565918268,0.165514438477573,0,0.0953101798043249,0.993251773010283,0.0861776962410524,0.231111720963387,0.148420005118273,0.405465108108164,3.51124688680611,0.457424847038875
1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",25.84,6.27,0.45,8.9,1.42,0.25,4.46,20.53,1.12,0.52,4.33,5.02,2.2,7.72,3.28989331210348,1.98375629154543,0.371563556432483,2.29253475714054,0.883767540168595,0.22314355131421,1.69744878975681,3.06944731137627,0.751416088683921,0.418710334858185,1.67335123817775,1.79508725932073,1.16315080980568,2.16561923792089
3.5,14,8,7,7,1,1,1,7,7,0,0,0,1,1,1,0,3.5,0,3.5,3.5,"4","fum_1","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",16.57,2.64,0.26,2.97,0.83,0.61,0.21,4.4,0.2,0.29,0.16,5.04,0.37,7.61,2.86619290219901,1.29198368164865,0.231111720963387,1.3787660946991,0.60431596685333,0.476234178996372,0.19062035960865,1.68639895357023,0.182321556793955,0.254642218373581,0.148420005118273,1.79840401194672,0.314810739840034,2.15292431843964
