"Lessives","Deodorants","EauDeToilette","ProdSoinCheveux","ProdSoinVisage","VernisOngleDissolv","NbPieceAvecProduitsChim","NettoyantDeSurface","AutreNettoyants","DesodoAreosolVaporisateur","DesodoAutreEnsens","InsecticideAerosol","InsecticidePoudreBlocGel","NettoySolAspiration","NettoySolBalaiSerp","NettoyAutreQueSol","CuissonFourTraditionnel","CuissonALeau","CuissonALaVapeur","CuissonParFriture","CuissonParGrillade","VoitureDansGarage","Fumeurs","SechageLingeDansLogement","UtiliseSecheLinge","NettASecVetements","PersExtPourMenage","TapisDescenteLitNeuf","NettASecTapisTissusmeuble","Plantes","Chiens","Chats","TraitementParasitesAnimaux","HamsterCochonLapin","InsecticideBlatteFourmie","SortirOrduresExterieur","OrduresDansPiece","EndroitStockageOrdures","Bricolage","Jardinage","ProtMatelSimple","ProtMatelImperm","ProtMatelAntiAcariens","outcome.Formldehyde","outcome.acetaldehyde","outcome.acroleine","outcome.hexaldehyde","outcome.benzene","outcome.1methoxy2propanol","outcome.trichloroethylene","outcome.toluene","outcome.tetrachloroethylene","outcome.styrene","outcome.2butoxyethanol","outcome.124trimethylbenzene","outcome.14dichlorobenzene","outcome.ndecane","outcome.Formldehyde.log","outcome.ac taldehyde.log","outcome.acroleine.log","outcome.hexaldehyde.log","outcome.benzene.log","outcome.1methoxy2propanol.log","outcome.trichloroethylene.log","outcome.toluene.log","outcome.t trachloroethylene.log","outcome.styrene.log","outcome.2butoxyethanol.log","outcome.124trimethylbenzene.log","outcome.14dichlorobenzene.log","outcome.ndecane.log"
3.5,7,7.5,0,0,0.5,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,"1","fum_1","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_oui","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",21.61,2.9,0.13,2.43,0.7,0,0.09,4.96,0.19,0.26,0.52,0.72,0.59,0.89,3.11839228628988,1.3609765531356,0.122217632724249,1.23256026117785,0.53062825106217,0,0.0861776962410524,1.78507048107726,0.173953307123438,0.231111720963387,0.418710334858185,0.542324290825362,0.46373401623214,0.636576829071551
3.5,0,10.5,3.5,7,0.5,0,3.5,0,1,0,3.5,0,3.5,3.5,1,3.5,1,0,0,0,"4","fum_1","SechLingInt_non","SechLingUtil_4","non","AideMen_non","TapisNeuf_non","NetSecTapis_oui","plantes_3","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",21.51,7.96,0.44,4.5,0.17,0.24,0.21,1.7,0.26,0.22,0.39,0.95,68.44,1.62,3.11395965491864,2.19277022698684,0.364643113587909,1.70474809223843,0.157003748809665,0.215111379616945,0.19062035960865,0.993251773010283,0.231111720963387,0.198850858745165,0.3293037471426,0.667829372575655,4.24046307035209,0.963174317773006
1.5,0,14,7,7,0,1,3.5,1,0,0,0,0,1,3.5,0,0,7,0,0,3.5,"4","fum_1","SechLingInt_non","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.84,4.89,0.22,1.74,0.5,0.85,0.26,0.75,0.21,0.12,0.15,0.51,8.09,0.61,2.55256529826182,1.7732559976635,0.198850858745165,1.00795792039998,0.405465108108164,0.615185639090233,0.231111720963387,0.559615787935423,0.19062035960865,0.113328685307003,0.139761942375159,0.412109650826833,2.20717490818939,0.476234178996372
7,18.5,17.5,0,3.5,0,0,3.5,0,3.5,14,0,0,7,7,7,3.5,7,0,0,3.5,"2-3","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico5","Jardin5","HousseMat_non","HousseMatImper_oui","HousseMatAntiAc_non",15.56,4.32,0.47,3.24,0.66,0.24,0.28,2.64,0.22,0.21,0.35,1.64,0.57,2.09,2.80699014895711,1.67147330335355,0.385262400790645,1.44456326924387,0.506817602368452,0.215111379616945,0.246860077931526,1.29198368164865,0.198850858745165,0.19062035960865,0.300104592450338,0.970778917158225,0.451075619360217,1.12817109090965
1.5,14,14,0,7,0.5,0,1,0,3.5,14,0,0,7,0,1,1,1,0,0,0,"2-3","fum_4","SechLingInt_oui","SechLingUtil_4","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",11.75,19.51,0.89,2.95,1.11,3.48,0.32,4.15,0.25,0.26,0.15,1.63,3.35,4.81,2.54553127160444,3.02091257208429,0.636576829071551,1.37371557891303,0.746687947487975,1.49962304642689,0.27763173659828,1.63899671467564,0.22314355131421,0.231111720963387,0.139761942375159,0.966983846189673,1.47017584510059,1.75958057086382
3.5,0.5,7,0,0,0,1,0,0,3.5,14,0,0,0,7,1,3.5,3.5,0,1,0,"1","fum_1","SechLingInt_non","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",16.02,4.92,0.52,1.87,3.07,0.24,0,30.5,0,0.19,0.36,2.29,0,0.23,2.83438912314523,1.77833644889591,0.418710334858185,1.05431202977153,1.4036429994545,0.215111379616945,0,3.44998754583159,0,0.173953307123438,0.307484699747961,1.19088756477728,0,0.207014169384326
3.5,14,14,3.5,7,7,0,1,0,3.5,0,0,0,3.5,1,1,3.5,3.5,0,0,0,"1","fum_2","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_autre","Brico2","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.78,5.22,0.35,1.76,1.82,0,0,20.89,0,0.16,0,2.35,0,1,2.69327491552006,1.82776990675109,0.300104592450338,1.01523067972906,1.03673688495002,0,0,3.08602991153477,0,0.148420005118273,0,1.20896034583698,0,0.693147180559945
7,10.5,4.5,7,8,7,0,1,0,0,0,3.5,0,3.5,1,0,3.5,3.5,3.5,0,1,"4","fum_2","SechLingInt_non","SechLingUtil_1","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico3","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.76,6.48,0.53,2.68,0.74,0.24,0.25,4.83,0.46,0.29,0.38,2.66,0.55,1.36,2.37583555473364,2.01223279198639,0.425267735404344,1.30291275218084,0.553885113226438,0.215111379616945,0.22314355131421,1.7630170003624,0.378436435720245,0.254642218373581,0.322083499169113,1.29746314741327,0.438254930931155,0.858661619037519
1.5,10.5,7,3.5,8,0.5,0,1,1,0,7,0,0,1,1,1,3.5,1,0,0,1,"1","fum_1","SechLingInt_non","SechLingUtil_3","oui","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",19.8,19.37,0.48,7.41,2,0.62,1.55,21.03,0.76,0.24,1,1.62,0.72,0.96,3.03495298670727,3.01406323023871,0.392042087776024,2.12942147398486,1.09861228866811,0.482426149244293,0.936093359170335,3.09240516081425,0.56531380905006,0.215111379616945,0.693147180559945,0.963174317773006,0.542324290825362,0.672944473242426
7,17.5,10.5,4.5,10.5,0,0,1,0,0,0,1,0,3.5,3.5,1,0,1,3.5,1,3.5,"2-3","fum_2","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_oui","plantes_2","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico3","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",28.55,4.31,0.22,5.49,0.74,0,0.21,3.52,0.4,0.24,0.54,0.89,0.39,1.15,3.38608374385211,1.66959183525385,0.198850858745165,1.870262530716,0.553885113226438,0,0.19062035960865,1.50851199384414,0.336472236621213,0.215111379616945,0.431782416425538,0.636576829071551,0.3293037471426,0.765467842139571
3.5,17.5,14,3.5,14,0,1,3.5,1,0,7,0,0,3.5,3.5,0,3.5,3.5,0,3.5,1,"4","fum_1","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_oui","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_oui","HousseMatAntiAc_non",11.26,2.82,0.35,3.03,0.41,0.24,751.66,3.79,0.23,0.36,0.32,4.23,4.46,13.63,2.50634193050807,1.34025042261848,0.300104592450338,1.39376637595859,0.343589704390077,0.215111379616945,6.62361359860634,1.56653041142282,0.207014169384326,0.307484699747961,0.27763173659828,1.65441127807683,1.69744878975681,2.68307421503203
1.5,14,10.5,7,14,0.5,1,1,0,3.5,7,0,0,3.5,3.5,3.5,1,3.5,3.5,1,0,"1","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",17.12,4.05,0.56,3.59,0.89,0.24,0.43,3.03,0.31,0.17,0.65,1.01,0.54,1.67,2.89701630061483,1.61938824328727,0.444685821261446,1.52388002407245,0.636576829071551,0.215111379616945,0.357674444271816,1.39376637595859,0.27002713721306,0.157003748809665,0.500775287912489,0.698134722070984,0.431782416425538,0.982078472412158
1.5,0,14,3.5,7,1,1,1,0,0,0,0,0,1,1,1,1,3.5,1,1,0,"4","fum_4","SechLingInt_oui","SechLingUtil_5","oui","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.84,5.11,0.35,3.63,0.41,0,16.25,1.13,0.67,0.16,0.15,0.38,2.68,0.58,2.3832429960115,1.8099267731835,0.300104592450338,1.53255686809814,0.343589704390077,0,2.84781214347737,0.756121979721334,0.512823626428664,0.148420005118273,0.139761942375159,0.322083499169113,1.30291275218084,0.457424847038875
3.5,21,21,7,17.5,0.5,0,1,0,0,1,0,0,1,3.5,1,0,3.5,0,0,0,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_non","OrdureStock_poubcouv","Brico1","Jardin3","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.32,4.01,0.4,2.3,0.39,0,0.3,1.72,0.29,0.19,0.15,0.51,0.7,0.62,2.6616571615325,1.61143591509677,0.336472236621213,1.19392246847243,0.3293037471426,0,0.262364264467491,1.00063188030791,0.254642218373581,0.173953307123438,0.139761942375159,0.412109650826833,0.53062825106217,0.482426149244293
7,7,10.5,0,7,0,1,1,1,0,0,0,0,7,1,0,1,1,3.5,0,1,"4","fum_2","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",13.64,5.56,0.39,4.14,0.54,0.77,0.58,2.51,0.36,0.24,0.44,1.15,0.7,3.81,2.68375750853317,1.880990602956,0.3293037471426,1.63705307946707,0.431782416425538,0.570979546585738,0.457424847038875,1.25561603747777,0.307484699747961,0.215111379616945,0.364643113587909,0.765467842139571,0.53062825106217,1.57069708411767
0.5,0,7,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,3.5,0,0,1,"4","fum_3","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",12.19,9.19,1.08,3.02,0.71,0.24,0.19,2.86,0.09,0.26,0.15,0.7,0.17,0.26,2.57945896672922,2.32140684723463,0.732367893713227,1.39128190263093,0.536493370514568,0.215111379616945,0.173953307123438,1.35066718347674,0.0861776962410524,0.231111720963387,0.139761942375159,0.53062825106217,0.157003748809665,0.231111720963387
3.5,21,21,0,21,0.5,1,7,7,0,14,0,0,0,7,1,3.5,7,0,0,3.5,"4","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",21.38,7.06,0.87,1.84,1.13,0.24,0.21,4.32,0.09,0.21,0.31,0.8,0.35,0.43,3.10816770288378,2.08691355651854,0.625938430866495,1.04380405217311,0.756121979721334,0.215111379616945,0.19062035960865,1.67147330335355,0.0861776962410524,0.19062035960865,0.27002713721306,0.587786664902119,0.300104592450338,0.357674444271816
0.5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,3.5,1,"1","fum_1","SechLingInt_non","SechLingUtil_4","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",39.16,13.41,0.52,8.66,2.55,0.24,1.31,41.43,0.09,0.66,0.33,11.55,15.92,16.12,3.69287147538347,2.66792241001143,0.418710334858185,2.26799364822443,1.26694760348732,0.215111379616945,0.837247524533702,3.74785565921423,0.0861776962410524,0.506817602368452,0.285178942233662,2.52972066557779,2.82849635417808,2.8402473707136
1.5,0,14,8,7,0.5,1,1,1,7,3.5,0,0,3.5,1,7,3.5,3.5,0,1,1,"1","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poub","Brico5","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.63,12.16,0.38,1.98,4.55,1.85,1.14,50.97,0,0.35,0,4.22,0.33,1.22,2.36368019235386,2.57718192589717,0.322083499169113,1.09192330051731,1.71379792775834,1.04731899428056,0.76080582903376,3.95066662902035,0,0.300104592450338,0,1.65249740189455,0.285178942233662,0.797507195884188
1.5,3.5,14,0,7,0,1,3.5,0,0,0,0,0,0,7,3.5,3.5,1,3.5,0,0,"1","fum_4","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poub","Brico2","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",6.27,7.09,0.62,0.52,2.14,0,0.09,12,0.09,0.17,0.15,1.19,0.24,0.63,1.98375629154543,2.0906287310704,0.482426149244293,0.418710334858185,1.14422279992016,0,0.0861776962410524,2.56494935746154,0.0861776962410524,0.157003748809665,0.139761942375159,0.783901543828409,0.215111379616945,0.488580014818671
7,28,28,21,21,4,1,7,7,14,14,0,0,7,7,7,3.5,3.5,0,3.5,1,"4","fum_3","SechLingInt_oui","SechLingUtil_2","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_oui","TttParAnimal_oui","HamLap_oui","InsectFourmi_non","OrdureSortie_3","OrdurePiece_non","OrdureStock_poubcouv","Brico5","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",4.49,2.35,0.21,1.25,0.49,0,0.09,1.5,0.09,0.09,0.15,0.21,0.12,0.19,1.70292825552144,1.20896034583698,0.19062035960865,0.810930216216329,0.398776119957368,0,0.0861776962410524,0.916290731874155,0.0861776962410524,0.0861776962410524,0.139761942375159,0.19062035960865,0.113328685307003,0.173953307123438
1.5,0,7,3.5,10.5,0,1,1,1,3.5,3.5,0,0,1,1,1,1,7,0,0,0,"1","fum_1","SechLingInt_oui","SechLingUtil_5","oui","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_oui","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_autre","Brico1","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",26.33,5.39,0.8,8.91,1.08,1.34,0.39,7.54,0.23,0.28,6.29,1.09,0.35,0,3.30798499993998,1.85473426838944,0.587786664902119,2.2935443483419,0.732367893713227,0.85015092936961,0.3293037471426,2.14476100780048,0.207014169384326,0.246860077931526,1.98650354602057,0.73716406597672,0.300104592450338,0
7,0,7.5,7,7,0,0,3.5,0,0,14,3.5,14,0,7,3.5,1,3.5,0,0,0,"2-3","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_oui","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",14.52,8.53,0.13,1.96,0.17,0.24,0.09,1.17,0.09,0.23,0.15,1.14,106.96,1.56,2.74212951475507,2.25444471766611,0.122217632724249,1.08518926833597,0.157003748809665,0.215111379616945,0.0861776962410524,0.774727167552368,0.0861776962410524,0.207014169384326,0.139761942375159,0.76080582903376,4.6817607881498,0.940007258491471
0.5,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,"2-3","fum_1","SechLingInt_non","SechLingUtil_1","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico5","Jardin5","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",2.99,2.09,0.06,1.33,0.68,0,0.19,3.58,0.35,0.14,0.46,0.74,0.52,0.64,1.38379123090177,1.12817109090965,0.0582689081239758,0.845868267577609,0.518793793415168,0,0.173953307123438,1.52169899812609,0.300104592450338,0.131028262406404,0.378436435720245,0.553885113226438,0.418710334858185,0.494696241836107
1.5,0,0,1,7,0,2,1,0,0,0,1,14,1,1,1,1,3.5,0,0,3.5,"4","fum_1","SechLingInt_non","SechLingUtil_4","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico4","Jardin4","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.95,1.61,0.07,1.8,0.17,4.47,0.09,0.77,0.09,0.19,0.15,0.35,0.47,0.39,2.19165353228676,0.959350221334602,0.0676586484738149,1.02961941718116,0.157003748809665,1.69927861643389,0.0861776962410524,0.570979546585738,0.0861776962410524,0.173953307123438,0.139761942375159,0.300104592450338,0.385262400790645,0.3293037471426
3.5,14,14,7,14,1,1,3.5,0,1,0,0,0,3.5,3.5,3.5,0,1,0,3.5,3.5,"4","fum_4","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",26.77,11.41,0.78,8.43,1.11,1.11,0.24,3.31,0.37,0.47,0.35,0.73,0.51,0.58,3.32395630131871,2.51850259921652,0.576613364303994,2.24389609664537,0.746687947487975,0.746687947487975,0.215111379616945,1.46093790411566,0.314810739840034,0.385262400790645,0.300104592450338,0.548121408509688,0.412109650826833,0.457424847038875
1.5,7,4.5,7,7,0,2,3.5,0,0,0,3.5,0,1,7,1,0,3.5,3.5,0,1,"1","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_4","Chien_non","Chat_oui","TttParAnimal_oui","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico4","Jardin2","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",16.68,5.19,0.3,2.77,0.17,0.24,0.09,2.67,0.09,0.14,0.15,0.74,0.32,0.64,2.8724340572095,1.8229350866965,0.262364264467491,1.32707500145992,0.157003748809665,0.215111379616945,0.0861776962410524,1.30019166206648,0.0861776962410524,0.131028262406404,0.139761942375159,0.553885113226438,0.27763173659828,0.494696241836107
1.5,7,10.5,1,7,0,0,1,1,0,1,0,0,1,1,1,3.5,3.5,0,3.5,0,"4","fum_2","SechLingInt_non","SechLingUtil_3","oui","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",38.23,10.99,1.17,7.77,0.75,1.85,0.35,5.79,0.49,0.8,0.52,0.94,2.14,6.44,3.66944176022146,2.48407296903942,0.774727167552368,2.17133680638409,0.559615787935423,1.04731899428056,0.300104592450338,1.9154509415706,0.398776119957368,0.587786664902119,0.418710334858185,0.662687973075237,1.14422279992016,2.006870848845
3.5,17.5,17.5,8,10.5,0.5,0,0,3.5,7,14,0,1,3.5,0,0,1,3.5,1,1,3.5,"4","fum_3","SechLingInt_oui","SechLingUtil_5","oui","AideMen_non","TapisNeuf_non","NetSecTapis_oui","plantes_2","Chien_oui","Chat_non","TttParAnimal_non","HamLap_oui","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",34.69,9.5,0.91,6.39,1.17,0.24,0.45,7.36,0.95,0.4,0.15,1.25,0.93,1.62,3.57487053750207,2.35137525716348,0.647103242058539,2.00012773496011,0.774727167552368,0.215111379616945,0.371563556432483,2.12345842709661,0.667829372575655,0.336472236621213,0.139761942375159,0.810930216216329,0.657520002916794,0.963174317773006
1.5,14,10.5,3.5,7,0,0,1,1,0,14,0,0,1,1,0,3.5,1,3.5,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_poubcouv","Brico2","Jardin1","HousseMat_non","HousseMatImper_oui","HousseMatAntiAc_non",16.65,5.59,0.87,10.42,0.69,0.55,0.28,3.52,0.24,0.17,0.31,0.88,0.57,2.64,2.87073578337931,1.88555334851442,0.625938430866495,2.43536620422786,0.524728528934982,0.438254930931155,0.246860077931526,1.50851199384414,0.215111379616945,0.157003748809665,0.27002713721306,0.631271776841858,0.451075619360217,1.29198368164865
0.5,0,7,0,0,0,0,0,0,7,14,0,0,1,1,1,1,3.5,0,0,0,"4","fum_1","SechLingInt_non","SechLingUtil_5","non","AideMen_oui","TapisNeuf_non","NetSecTapis_non","plantes_2","Chien_non","Chat_non","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_2","OrdurePiece_oui","OrdureStock_meuble","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",7.42,4.46,0.21,1.84,0.37,0,0.49,6.8,1.32,0.31,0.16,0.49,5.48,1.06,2.13060982825424,1.69744878975681,0.19062035960865,1.04380405217311,0.314810739840034,0,0.398776119957368,2.05412373369555,0.841567185678219,0.27002713721306,0.148420005118273,0.398776119957368,1.86872051036418,0.72270598280149
1.5,7,7,0,7,0,0,0,0,7,0,0,0,1,0,0,0,3.5,0,0,0,"4","fum_1","SechLingInt_oui","SechLingUtil_5","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_1","Chien_oui","Chat_non","TttParAnimal_oui","HamLap_non","InsectFourmi_oui","OrdureSortie_1","OrdurePiece_oui","OrdureStock_autre","Brico1","Jardin1","HousseMat_non","HousseMatImper_non","HousseMatAntiAc_oui",9.33,8.85,0.52,3.16,0.76,1.53,0.32,1.94,0.22,0.14,0.35,1.04,0.83,0.9,2.33505228313155,2.287471455184,0.418710334858185,1.42551507427317,0.56531380905006,0.928219302739429,0.27763173659828,1.07840958135059,0.198850858745165,0.131028262406404,0.300104592450338,0.712949807856125,0.60431596685333,0.641853886172395
7,14,14,0.5,8,0.5,0,3.5,1,0,14,0,0,3.5,7,1,3.5,3.5,1,0,3.5,"4","fum_4","SechLingInt_oui","SechLingUtil_1","non","AideMen_non","TapisNeuf_non","NetSecTapis_non","plantes_3","Chien_non","Chat_oui","TttParAnimal_non","HamLap_non","InsectFourmi_non","OrdureSortie_3","OrdurePiece_oui","OrdureStock_poubcouv","Brico1","Jardin1","HousseMat_oui","HousseMatImper_oui","HousseMatAntiAc_oui",19.93,13.37,1.46,3.37,1.09,1.37,1.75,2.9,0.09,0.4,0.15,0.76,0.24,1.86,3.04118353645791,2.66514270009093,0.900161349944271,1.4747630091075,0.73716406597672,0.86288995514704,1.01160091167848,1.3609765531356,0.0861776962410524,0.336472236621213,0.139761942375159,0.56531380905006,0.215111379616945,1.05082162483176
